Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Lyme disease, Cum 2013","Lyme disease, Cum 2013, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Malaria, Cum 2013","Malaria, Cum 2013, flag","Meningococcal disease, invasive†, All serogroups, Current week","Meningococcal disease, invasive†, All serogroups, Current week, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive†, All serogroups, Cum 2014","Meningococcal disease, invasive†, All serogroups, Cum 2014, flag","Meningococcal disease, invasive†, All serogroups, Cum 2013","Meningococcal disease, invasive†, All serogroups, Cum 2013, flag",Location 1 (city),Location 1,Location 2,Location 1 (state)
VIRGIN ISL.,2014,9,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,VIRGIN ISL.
MINNESOTA,2014,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA
FLORIDA,2014,9,2,,2,,14,,10,,14,,1,,1,,3,,7,,14,,1,,1,,3,,11,,19,,,POINT (-81.92895558499964 28.932042899000464),,FLORIDA
WYOMING,2014,9,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,POINT (-108.10982744299969 43.23554147100049),,WYOMING
NEVADA,2014,9,,-,0,,2,,,-,,-,,-,0,,1,,,-,3,,,-,0,,1,,1,,1,,,POINT (-117.07183978499972 39.49324126500045),,NEVADA
RHODE ISLAND,2014,9,2,,9,,54,,6,,4,,,-,0,,8,,1,,,-,,-,0,,0,,,-,1,,,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND
UTAH,2014,9,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,POINT (-111.5871285339997 39.36070374600047),,UTAH
OREGON,2014,9,,-,1,,3,,3,,4,,,-,0,,1,,,-,,-,,-,0,,3,,8,,3,,,POINT (-120.15502977999972 44.567446178000466),,OREGON
TENNESSEE,2014,9,,-,0,,3,,1,,1,,,-,0,,3,,4,,3,,,-,0,,1,,1,,1,,,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE
PUERTO RICO,2014,9,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO
WASHINGTON,2014,9,,-,0,,4,,,-,,-,,-,0,,3,,5,,2,,2,,0,,5,,5,,3,,,POINT (-120.47002746299972 47.522287905000496),,WASHINGTON
C.N.M.I.,2014,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.
VERMONT,2014,9,,-,8,,97,,21,,22,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,POINT (-72.51763944499965 43.62538292400046),,VERMONT
ARKANSAS,2014,9,,-,0,,0,,,-,,-,1,,0,,1,,2,,,-,,-,0,,1,,,-,1,,,POINT (-92.27448794899965 34.748651751000466),,ARKANSAS
CONNECTICUT,2014,9,,-,31,,251,,14,,206,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT
AMER. SAMOA,2014,9,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,AMER. SAMOA
DIST. OF COL.,2014,9,,N,0,,0,,,N,,N,,-,0,,2,,,-,4,,,-,0,,1,,,-,1,,,POINT (-99.11415045099966 39.52368635500045),,DIST. OF COL.
IDAHO,2014,9,,-,0,,2,,1,,4,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-114.3637261449997 43.682630058000484),,IDAHO
NEW YORK,2014,9,16,,46,,257,,84,,63,,1,,1,,5,,8,,10,,,-,0,,3,,1,,5,,,POINT (-75.54396639699968 42.82700023900048),,NEW YORK
MONTANA,2014,9,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,POINT (-109.42441687999968 47.066526051000494),,MONTANA
GUAM,2014,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),,GUAM
GEORGIA,2014,9,,-,0,,2,,,-,7,,,-,1,,5,,7,,10,,,-,0,,2,,3,,4,,,POINT (-83.62757601199968 32.83968004200045),,GEORGIA
MAINE,2014,9,,-,15,,99,,24,,34,,,-,0,,2,,2,,,-,,-,0,,1,,,-,1,,,POINT (-68.98502952999962 45.254228663000504),,MAINE
ARIZONA,2014,9,,-,0,,3,,,-,2,,,-,0,,3,,2,,6,,,-,0,,3,,3,,3,,,POINT (-111.76380949799972 34.865973091000455),,ARIZONA
NORTH CAROLINA,2014,9,,-,0,,32,,3,,6,,,-,0,,6,,1,,,-,2,,0,,2,,7,,5,,,POINT (-79.15924924699965 35.46622388600048),,NORTH CAROLINA
SOUTH CAROLINA,2014,9,,-,0,,2,,,-,,-,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA
DELAWARE,2014,9,3,,6,,23,,25,,54,,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,,POINT (-75.57773943699965 39.00883351400046),,DELAWARE
WEST VIRGINIA,2014,9,,-,2,,19,,2,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,,POINT (-80.71263935099967 38.665511497000466),,WEST VIRGINIA
MISSOURI,2014,9,,-,0,,3,,,-,1,,,-,0,,1,,3,,1,,,-,0,,2,,2,,3,,,POINT (-92.56629737199967 38.63579372300046),,MISSOURI
IOWA,2014,9,,-,2,,27,,1,,1,,,-,0,,2,,3,,3,,,-,0,,1,,1,,,-,,POINT (-93.81648936699969 42.469404401000475),,IOWA
MASSACHUSETTS,2014,9,,-,48,,477,,51,,206,,,-,1,,4,,4,,7,,,-,0,,3,,1,,2,,,POINT (-72.08268985899963 42.27687306500047),,MASSACHUSETTS
NEBRASKA,2014,9,,-,0,,3,,2,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,2,,,POINT (-99.36571864599966 41.64104043900045),,NEBRASKA
MARYLAND,2014,9,4,,18,,76,,40,,190,,6,,2,,10,,18,,26,,,-,0,,1,,1,,2,,,POINT (-76.60925970899967 39.2905806980005),,MARYLAND
VIRGINIA,2014,9,2,,17,,253,,17,,32,,2,,1,,6,,7,,6,,1,,0,,1,,2,,3,,,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA
NEW JERSEY,2014,9,,-,44,,224,,68,,379,,,-,1,,5,,3,,7,,,-,0,,2,,1,,3,,,POINT (-74.27368565099965 40.1305700530005),,NEW JERSEY
LOUISIANA,2014,9,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA
KANSAS,2014,9,,-,0,,4,,,-,2,,,-,0,,1,,1,,2,,,-,0,,1,,1,,,-,,POINT (-98.20077655499966 38.34774033400049),,KANSAS
NORTH DAKOTA,2014,9,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,,POINT (-100.11842599699969 47.47531738700047),,NORTH DAKOTA
ILLINOIS,2014,9,,-,1,,30,,1,,6,,,-,1,,5,,2,,6,,,-,0,,2,,,-,3,,,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS
MICHIGAN,2014,9,1,,2,,15,,4,,4,,,-,0,,2,,4,,3,,,-,0,,1,,1,,2,,,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN
WISCONSIN,2014,9,,-,15,,184,,15,,40,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,,POINT (-89.81636715299965 44.3931903350005),,WISCONSIN
MISSISSIPPI,2014,9,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,POINT (-89.53802764499966 32.74551123200047),,MISSISSIPPI
CALIFORNIA,2014,9,,-,1,,7,,,-,10,,,-,3,,8,,19,,14,,2,,2,,6,,12,,37,,,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA
ALABAMA,2014,9,,-,0,,3,,,-,2,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,POINT (-86.63185803899967 32.84057327200048),,ALABAMA
HAWAII,2014,9,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,,POINT (-157.85774691599974 21.30485166200043),,HAWAII
NEW HAMPSHIRE,2014,9,,-,6,,91,,,-,47,,,-,0,,2,,1,,2,,,-,0,,1,,,-,1,,,POINT (-71.50035726399966 43.6559537330005),,NEW HAMPSHIRE
UNITED STATES,2014,10,45,,411,,2273,,785,,1968,,8,,27,,52,,170,,185,,6,,9,,22,,93,,149,,,,,
NEW ENGLAND,2014,10,,-,130,,924,,133,,544,,,-,2,,8,,10,,9,,,-,0,,3,,2,,6,,,,,
ARKANSAS,2014,10,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,,-,1,,,POINT (-92.27448794899965 34.748651751000466),,ARKANSAS
MID. ATLANTIC,2014,10,35,,191,,1006,,503,,995,,1,,8,,21,,49,,35,,,-,1,,7,,4,,14,,,,,
E.N. CENTRAL,2014,10,2,,19,,230,,28,,62,,,-,3,,8,,14,,19,,,-,1,,4,,5,,16,,,,,
W.N. CENTRAL,2014,10,,-,3,,31,,3,,4,,1,,0,,3,,11,,9,,,-,0,,3,,5,,12,,,,,
S. ATLANTIC,2014,10,8,,48,,293,,109,,328,,6,,6,,17,,48,,63,,3,,1,,5,,30,,39,,,,,
E.S. CENTRAL,2014,10,,-,1,,9,,4,,8,,,-,1,,4,,6,,7,,1,,0,,2,,3,,4,,,,,
W.S. CENTRAL,2014,10,,-,1,,9,,,-,3,,,-,1,,13,,5,,10,,,-,1,,3,,8,,5,,,,,
MOUNTAIN,2014,10,,-,2,,9,,1,,7,,,-,1,,7,,2,,14,,,-,1,,4,,7,,8,,,,,
PACIFIC,2014,10,,-,3,,11,,4,,17,,,-,3,,10,,25,,19,,2,,2,,7,,29,,45,,,,,
ILLINOIS,2014,10,,-,1,,30,,1,,6,,,-,1,,5,,2,,7,,,-,0,,2,,,-,3,,,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS
NEBRASKA,2014,10,,-,0,,3,,2,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,2,,,POINT (-99.36571864599966 41.64104043900045),,NEBRASKA
RHODE ISLAND,2014,10,,-,9,,54,,6,,4,,,-,0,,8,,1,,,-,,-,0,,0,,,-,1,,,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND
PUERTO RICO,2014,10,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO
MARYLAND,2014,10,1,,18,,76,,45,,198,,6,,2,,10,,24,,27,,,-,0,,1,,2,,2,,,POINT (-76.60925970899967 39.2905806980005),,MARYLAND
SOUTH CAROLINA,2014,10,,-,0,,2,,,-,,-,,-,0,,2,,1,,,-,,-,0,,1,,1,,1,,,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA
TEXAS,2014,10,,-,1,,9,,,-,3,,,-,1,,13,,3,,9,,,-,0,,3,,5,,4,,,POINT (-99.4267664729997 31.827243635000457),,TEXAS
MICHIGAN,2014,10,,-,2,,15,,6,,4,,,-,0,,2,,4,,3,,,-,0,,1,,1,,2,,,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN
NEW YORK,2014,10,11,,46,,257,,96,,77,,,-,1,,5,,8,,10,,,-,0,,3,,1,,6,,,POINT (-75.54396639699968 42.82700023900048),,NEW YORK
OREGON,2014,10,,-,1,,3,,3,,5,,,-,0,,1,,,-,,-,1,,0,,3,,9,,3,,,POINT (-120.15502977999972 44.567446178000466),,OREGON
UTAH,2014,10,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,1,,1,,,POINT (-111.5871285339997 39.36070374600047),,UTAH
OKLAHOMA,2014,10,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,2,,2,,,-,,POINT (-97.52106845499969 35.472034350000456),,OKLAHOMA
KENTUCKY,2014,10,,-,0,,9,,2,,4,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY
HAWAII,2014,10,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,,POINT (-157.85774691599974 21.30485166200043),,HAWAII
WEST VIRGINIA,2014,10,,-,1,,19,,2,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,,POINT (-80.71263935099967 38.665511497000466),,WEST VIRGINIA
GUAM,2014,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),,GUAM
SOUTH DAKOTA,2014,10,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,1,,3,,,POINT (-100.37352811899967 44.35313342000046),,SOUTH DAKOTA
KANSAS,2014,10,,-,0,,4,,,-,2,,,-,0,,1,,2,,2,,,-,0,,1,,1,,1,,,POINT (-98.20077655499966 38.34774033400049),,KANSAS
OHIO,2014,10,2,,1,,7,,3,,7,,,-,0,,3,,6,,5,,,-,0,,2,,3,,1,,,POINT (-82.40425685299965 40.06021029700048),,OHIO
C.N.M.I.,2014,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.
TENNESSEE,2014,10,,-,0,,3,,2,,1,,,-,0,,3,,4,,3,,1,,0,,1,,2,,1,,,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE
WASHINGTON,2014,10,,-,0,,4,,,-,,-,,-,0,,3,,5,,4,,,-,0,,5,,5,,3,,,POINT (-120.47002746299972 47.522287905000496),,WASHINGTON
AMER. SAMOA,2014,10,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,AMER. SAMOA
NORTH CAROLINA,2014,10,3,,0,,32,,6,,7,,,-,0,,6,,1,,,-,2,,0,,2,,9,,6,,,POINT (-79.15924924699965 35.46622388600048),,NORTH CAROLINA
INDIANA,2014,15,,-,1,,14,,,-,7,,,-,0,,2,,4,,6,,,-,0,,1,,1,,7,,,,,
WISCONSIN,2014,10,,-,15,,191,,18,,43,,,-,0,,3,,,-,1,,,-,0,,1,,1,,6,,,POINT (-89.81636715299965 44.3931903350005),,WISCONSIN
MISSISSIPPI,2014,10,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,POINT (-89.53802764499966 32.74551123200047),,MISSISSIPPI
COLORADO,2014,10,,-,0,,0,,,-,,-,,-,0,,3,,,-,5,,,-,0,,1,,1,,2,,,POINT (-106.13360888799969 38.84384047000049),,COLORADO
IDAHO,2014,10,,-,0,,2,,1,,4,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-114.3637261449997 43.682630058000484),,IDAHO
MASSACHUSETTS,2014,10,,-,49,,477,,53,,217,,,-,1,,4,,6,,7,,,-,0,,3,,2,,2,,,POINT (-72.08268985899963 42.27687306500047),,MASSACHUSETTS
INDIANA,2014,10,,-,0,,13,,,-,2,,,-,0,,2,,2,,3,,,-,0,,1,,,-,4,,,POINT (-86.14995579899966 39.76691364600049),,INDIANA
VIRGIN ISL.,2014,10,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,VIRGIN ISL.
WYOMING,2014,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,POINT (-108.10982744299969 43.23554147100049),,WYOMING
CONNECTICUT,2014,10,,-,31,,251,,14,,215,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT
MINNESOTA,2014,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA
IOWA,2014,10,,-,2,,27,,1,,1,,,-,0,,2,,3,,3,,,-,0,,1,,1,,,-,,POINT (-93.81648936699969 42.469404401000475),,IOWA
MONTANA,2014,10,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,POINT (-109.42441687999968 47.066526051000494),,MONTANA
ALASKA,2014,10,,-,0,,3,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507923900048),,ALASKA
NEW HAMPSHIRE,2014,10,,-,5,,91,,,-,50,,,-,0,,2,,1,,2,,,-,0,,1,,,-,1,,,POINT (-71.50035726399966 43.6559537330005),,NEW HAMPSHIRE
VERMONT,2014,10,,-,8,,97,,29,,22,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,POINT (-72.51763944499965 43.62538292400046),,VERMONT
NEW JERSEY,2014,10,,-,41,,224,,68,,412,,,-,1,,5,,3,,7,,,-,0,,2,,1,,3,,,POINT (-74.27368565099965 40.1305700530005),,NEW JERSEY
MAINE,2014,10,,-,15,,99,,31,,36,,,-,0,,2,,2,,,-,,-,0,,1,,,-,1,,,POINT (-68.98502952999962 45.254228663000504),,MAINE
NEVADA,2014,10,,-,0,,2,,,-,,-,,-,0,,1,,,-,3,,,-,0,,1,,1,,1,,,POINT (-117.07183978499972 39.49324126500045),,NEVADA
NORTH DAKOTA,2014,10,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,,POINT (-100.11842599699969 47.47531738700047),,NORTH DAKOTA
DELAWARE,2014,10,1,,6,,23,,26,,60,,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,,POINT (-75.57773943699965 39.00883351400046),,DELAWARE
MISSOURI,2014,10,,-,0,,3,,,-,1,,1,,0,,1,,4,,1,,,-,0,,2,,2,,3,,,POINT (-92.56629737199967 38.63579372300046),,MISSOURI
VIRGINIA,2014,10,1,,17,,256,,18,,34,,,-,1,,6,,7,,6,,,-,0,,1,,2,,3,,,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA
FLORIDA,2014,10,2,,2,,14,,12,,14,,,-,1,,3,,7,,16,,1,,1,,3,,12,,20,,,POINT (-81.92895558499964 28.932042899000464),,FLORIDA
NEW MEXICO,2014,10,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-106.24057768899968 34.52088247800049),,NEW MEXICO
ARIZONA,2014,10,,-,0,,3,,,-,2,,,-,0,,3,,2,,6,,,-,0,,3,,3,,3,,,POINT (-111.76380949799972 34.865973091000455),,ARIZONA
DIST. OF COL.,2014,10,,N,0,,0,,,N,,N,,-,0,,2,,,-,4,,,-,0,,1,,,-,1,,,POINT (-99.11415045099966 39.52368635500045),,DIST. OF COL.
LOUISIANA,2014,10,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA
ALABAMA,2014,10,,-,0,,3,,,-,3,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,POINT (-86.63185803899967 32.84057327200048),,ALABAMA
GEORGIA,2014,10,,-,0,,2,,,-,7,,,-,1,,5,,7,,10,,,-,0,,2,,3,,4,,,POINT (-83.62757601199968 32.83968004200045),,GEORGIA
CALIFORNIA,2014,10,,-,1,,8,,,-,11,,,-,3,,9,,20,,14,,1,,2,,6,,14,,39,,,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA
NEW YORK CITY,2014,10,4,,3,,40,,14,,8,,1,,4,,13,,29,,14,,,-,0,,2,,1,,3,,,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY
PENNSYLVANIA,2014,10,20,,79,,542,,325,,498,,,-,1,,5,,9,,4,,,-,0,,3,,1,,2,,,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA
UNITED STATES,2014,11,25,,408,,2280,,901,,2149,,14,,27,,52,,194,,197,,2,,9,,22,,99,,163,,,,,
NEW ENGLAND,2014,11,,-,130,,927,,149,,603,,,-,2,,8,,10,,9,,,-,0,,3,,2,,7,,,,,
MID. ATLANTIC,2014,11,21,,189,,1006,,586,,1073,,2,,8,,21,,52,,39,,,-,1,,7,,4,,14,,,,,
E.N. CENTRAL,2014,11,,-,20,,231,,31,,64,,1,,3,,8,,15,,22,,1,,1,,4,,7,,20,,,,,
W.N. CENTRAL,2014,11,,-,3,,31,,3,,4,,1,,0,,3,,13,,9,,,-,0,,3,,5,,12,,,,,
S. ATLANTIC,2014,11,4,,48,,295,,122,,366,,6,,6,,17,,56,,64,,1,,1,,5,,31,,42,,,,,
E.S. CENTRAL,2014,11,,-,1,,9,,4,,8,,,-,1,,4,,6,,7,,,-,0,,2,,3,,4,,,,,
W.S. CENTRAL,2014,11,,-,1,,12,,,-,6,,,-,1,,17,,7,,12,,,-,1,,3,,8,,7,,,,,
MOUNTAIN,2014,11,,-,2,,9,,1,,8,,,-,1,,7,,4,,14,,,-,1,,4,,7,,9,,,,,
PACIFIC,2014,11,,-,3,,11,,5,,17,,4,,3,,10,,31,,21,,,-,2,,7,,32,,48,,,,,
MICHIGAN,2014,11,,-,2,,15,,6,,4,,,-,0,,2,,4,,5,,,-,0,,1,,1,,2,,,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN
PENNSYLVANIA,2014,11,9,,80,,542,,366,,536,,,-,1,,5,,9,,5,,,-,0,,3,,1,,2,,,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA
ILLINOIS,2014,11,,-,1,,30,,1,,6,,,-,1,,5,,2,,7,,,-,0,,2,,1,,3,,,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS
NEW YORK CITY,2014,11,3,,3,,40,,17,,11,,2,,4,,13,,31,,15,,,-,0,,2,,1,,3,,,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY
ARKANSAS,2014,11,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,,-,1,,,POINT (-92.27448794899965 34.748651751000466),,ARKANSAS
DELAWARE,2014,11,,-,6,,23,,27,,63,,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,,POINT (-75.57773943699965 39.00883351400046),,DELAWARE
NEVADA,2014,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,,-,0,,1,,1,,1,,,POINT (-117.07183978499972 39.49324126500045),,NEVADA
KENTUCKY,2014,11,,-,0,,9,,2,,4,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY
ALASKA,2014,11,,-,0,,3,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507923900048),,ALASKA
NEBRASKA,2014,11,,-,0,,3,,2,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,2,,,POINT (-99.36571864599966 41.64104043900045),,NEBRASKA
C.N.M.I.,2014,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,C.N.M.I.
GUAM,2014,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),,GUAM
RHODE ISLAND,2014,11,,-,9,,54,,6,,5,,,-,0,,8,,1,,,-,,-,0,,0,,,-,1,,,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND
ARIZONA,2014,11,,-,0,,3,,,-,2,,,-,0,,3,,4,,6,,,-,0,,3,,3,,4,,,POINT (-111.76380949799972 34.865973091000455),,ARIZONA
OKLAHOMA,2014,11,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,2,,2,,,-,,POINT (-97.52106845499969 35.472034350000456),,OKLAHOMA
NEW JERSEY,2014,11,,-,41,,224,,96,,443,,,-,1,,5,,4,,9,,,-,0,,2,,1,,3,,,POINT (-74.27368565099965 40.1305700530005),,NEW JERSEY
WASHINGTON,2014,11,,-,0,,4,,,-,,-,1,,0,,3,,7,,4,,,-,0,,5,,5,,3,,,POINT (-120.47002746299972 47.522287905000496),,WASHINGTON
MAINE,2014,11,,-,15,,99,,34,,41,,,-,0,,2,,2,,,-,,-,0,,1,,,-,1,,,POINT (-68.98502952999962 45.254228663000504),,MAINE
NORTH CAROLINA,2014,11,,-,0,,32,,6,,8,,,-,0,,6,,1,,,-,,-,0,,2,,9,,6,,,POINT (-79.15924924699965 35.46622388600048),,NORTH CAROLINA
CONNECTICUT,2014,11,,-,31,,251,,14,,237,,,-,0,,2,,,-,,-,,-,0,,1,,,-,2,,,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT
VERMONT,2014,11,,-,8,,97,,29,,24,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,POINT (-72.51763944499965 43.62538292400046),,VERMONT
MINNESOTA,2014,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA
TENNESSEE,2014,11,,-,0,,3,,2,,1,,,-,0,,3,,4,,3,,,-,0,,1,,2,,1,,,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE
OREGON,2014,11,,-,1,,3,,4,,5,,,-,0,,1,,,-,,-,,-,0,,3,,10,,3,,,POINT (-120.15502977999972 44.567446178000466),,OREGON
OHIO,2014,11,,-,1,,7,,3,,7,,1,,0,,3,,7,,6,,1,,0,,2,,4,,3,,,POINT (-82.40425685299965 40.06021029700048),,OHIO
C.N.M.I.,2014,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.
LOUISIANA,2014,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA
SOUTH CAROLINA,2014,11,,-,0,,2,,,-,,-,,-,0,,2,,2,,,-,,-,0,,1,,1,,1,,,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA
TEXAS,2014,11,,-,1,,12,,,-,6,,,-,1,,17,,5,,11,,,-,0,,3,,5,,6,,,POINT (-99.4267664729997 31.827243635000457),,TEXAS
MONTANA,2014,11,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,POINT (-109.42441687999968 47.066526051000494),,MONTANA
COLORADO,2014,11,,-,0,,0,,,-,,-,,-,0,,3,,,-,5,,,-,0,,1,,1,,2,,,POINT (-106.13360888799969 38.84384047000049),,COLORADO
MISSOURI,2014,11,,-,0,,3,,,-,1,,,-,0,,1,,4,,1,,,-,0,,2,,2,,3,,,POINT (-92.56629737199967 38.63579372300046),,MISSOURI
