Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013, flag",Location 1,Location 1 (city),Location 1 (state),Location 2
INDIANA,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,20,,POINT (-86.14995579899966 39.76691072200049),,INDIANA,
NORTH DAKOTA,2014,29,,-,0,,1,,1,,,-,,-,0,,2,,2,,3,,,-,0,,1,,,-,2,,POINT (-100.11842599699969 47.47531892900048),,NORTH DAKOTA,
MISSOURI,2014,29,7,,2,,38,,146,,195,,,-,0,,2,,9,,3,,,-,0,,3,,10,,8,,POINT (-92.56629737199967 38.63579079900046),,MISSOURI,
NEW YORK,2014,29,9,,1,,17,,28,,12,,19,,7,,36,,179,,159,,,-,0,,3,,4,,4,,POINT (-75.54396639699968 42.82700178100049),,NEW YORK,
NORTH CAROLINA,2014,29,,-,0,,12,,20,,29,,,-,0,,3,,4,,3,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622096200048),,NORTH CAROLINA,
VIRGINIA,2014,29,6,,1,,8,,41,,54,,,-,0,,3,,5,,13,,,-,0,,1,,1,,,-,POINT (-78.45788924199968 37.542682294000485),,VIRGINIA,
NEW JERSEY,2014,29,,-,0,,4,,15,,32,,,-,0,,4,,14,,60,,,-,0,,1,,1,,2,,POINT (-74.27368565099965 40.13057159500045),,NEW JERSEY,
NEW YORK CITY,2014,29,,-,0,,3,,5,,8,,5,,0,,3,,15,,11,,,-,0,,0,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY,
GUAM,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.73149801400064 13.480998894000436),,GUAM,
KANSAS,2014,29,,-,0,,8,,21,,61,,,-,0,,1,,4,,4,,,-,0,,1,,3,,,-,POINT (-98.20077655499966 38.3477418760005),,KANSAS,
UTAH,2014,29,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070082200047),,UTAH,
ALABAMA,2014,29,,-,0,,2,,3,,6,,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,POINT (-86.63185803899967 32.84057034900047),,ALABAMA,
MISSISSIPPI,2014,29,,-,0,,1,,,-,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,POINT (-89.53802764499966 32.745512774000474),,MISSISSIPPI,
LOUISIANA,2014,29,,-,0,,1,,1,,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312664106000454),,LOUISIANA,
DELAWARE,2014,29,,-,0,,5,,12,,7,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,POINT (-75.57773943699965 39.00883059000046),,DELAWARE,
ARKANSAS,2014,29,6,,1,,14,,75,,80,,,-,0,,2,,11,,4,,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.74865329300047),,ARKANSAS,
NEBRASKA,2014,29,,-,0,,1,,,-,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.641041981000456),,NEBRASKA,
RHODE ISLAND,2014,29,,-,0,,9,,5,,7,,3,,0,,16,,33,,4,,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.708284362000484),,RHODE ISLAND,
FLORIDA,2014,29,2,,0,,3,,20,,12,,2,,0,,1,,3,,1,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.93204444200046),,FLORIDA,
UNITED STATES,2014,30,37,,19,,100,,645,,778,,30,,33,,114,,686,,1365,,1,,2,,14,,44,,106,,,,,
NEW ENGLAND,2014,30,,-,0,,9,,12,,22,,4,,5,,23,,176,,237,,,-,0,,1,,1,,,-,,,,
MID. ATLANTIC,2014,30,2,,2,,17,,55,,60,,23,,10,,39,,235,,261,,,-,0,,3,,6,,13,,,,,
E.N. CENTRAL,2014,30,,-,1,,9,,30,,53,,,-,9,,38,,220,,419,,,-,0,,8,,14,,49,,,,,
W.N. CENTRAL,2014,30,8,,3,,43,,199,,305,,,-,1,,37,,16,,409,,,-,0,,6,,14,,28,,,,,
S. ATLANTIC,2014,30,3,,4,,23,,137,,144,,2,,0,,4,,22,,27,,,-,0,,1,,1,,3,,,,,
DIST. OF COL.,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,DIST. OF COL.,
E.S. CENTRAL,2014,30,4,,2,,12,,91,,95,,,-,0,,1,,2,,6,,1,,0,,2,,6,,4,,,,,
W.S. CENTRAL,2014,30,20,,3,,63,,121,,98,,1,,0,,8,,15,,6,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,30,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,,,
PACIFIC,2014,30,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,2,,8,,,,,
AMER. SAMOA,2014,30,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,,AMER. SAMOA,
C.N.M.I.,2014,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
VIRGIN ISL.,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
RHODE ISLAND,2014,30,,-,0,,9,,5,,15,,,-,0,,16,,34,,18,,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.708284362000484),,RHODE ISLAND,
DELAWARE,2014,30,1,,0,,5,,15,,9,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,POINT (-75.57773943699965 39.00883059000046),,DELAWARE,
PENNSYLVANIA,2014,30,,-,0,,2,,,-,5,,,-,0,,5,,,-,5,,,-,0,,2,,,-,5,,POINT (-77.86069775999965 40.79373260300048),,PENNSYLVANIA,
ILLINOIS,2014,30,,-,0,,5,,24,,30,,,-,0,,2,,12,,7,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501433000047),,ILLINOIS,
MARYLAND,2014,30,,-,0,,5,,19,,11,,,-,0,,2,,7,,4,,,-,0,,1,,,-,,-,POINT (-76.60925970899967 39.29058224000045),,MARYLAND,
TENNESSEE,2014,30,1,,1,,6,,48,,51,,,-,0,,1,,,-,4,,1,,0,,2,,6,,3,,POINT (-85.77448642199965 35.68094014000047),,TENNESSEE,
GUAM,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.73149801400064 13.480998894000436),,GUAM,
KANSAS,2014,30,1,,0,,4,,27,,64,,,-,0,,1,,4,,5,,,-,0,,1,,3,,,-,POINT (-98.20077655499966 38.3477418760005),,KANSAS,
MICHIGAN,2014,30,,-,0,,1,,1,,1,,,-,0,,1,,,-,3,,,-,0,,0,,,-,1,,POINT (-84.71438724399968 44.66132176400049),,MICHIGAN,
KENTUCKY,2014,30,3,,1,,7,,37,,34,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645970985000474),,KENTUCKY,
ALABAMA,2014,30,,-,0,,2,,6,,7,,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,POINT (-86.63185803899967 32.84057034900047),,ALABAMA,
UTAH,2014,30,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070082200047),,UTAH,
VIRGINIA,2014,30,2,,1,,8,,43,,60,,2,,0,,2,,7,,14,,,-,0,,1,,1,,,-,POINT (-78.45788924199968 37.542682294000485),,VIRGINIA,
NEBRASKA,2014,30,,-,0,,1,,,-,4,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.641041981000456),,NEBRASKA,
OKLAHOMA,2014,30,16,,0,,62,,32,,4,,1,,0,,8,,3,,1,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472031425000466),,OKLAHOMA,
MINNESOTA,2014,30,,-,0,,2,,,-,3,,,-,0,,36,,,-,397,,,-,0,,6,,,-,17,,POINT (-94.79419697699967 46.35564575300049),,MINNESOTA,
NEW HAMPSHIRE,2014,30,,-,0,,1,,1,,5,,,-,0,,4,,26,,55,,,-,0,,1,,,-,,-,POINT (-71.50035726399966 43.65595081000049),,NEW HAMPSHIRE,
CALIFORNIA,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,8,,POINT (-120.99999889499969 37.63864203100047),,CALIFORNIA,
PUERTO RICO,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-66.49988980099965 18.24828934900046),,PUERTO RICO,
NEVADA,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.493242807000456),,NEVADA,
FLORIDA,2014,30,,-,0,,3,,20,,12,,,-,0,,2,,3,,1,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.93204444200046),,FLORIDA,
IOWA,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648936699969 42.469401477000474),,IOWA,
MISSISSIPPI,2014,30,,-,0,,0,,,-,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,POINT (-89.53802764499966 32.745512774000474),,MISSISSIPPI,
MASSACHUSETTS,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687014100047),,MASSACHUSETTS,
TEXAS,2014,30,,-,0,,1,,5,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827240712000446),,TEXAS,
ARIZONA,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,POINT (-111.76380949799972 34.865970167000455),,ARIZONA,
CONNECTICUT,2014,30,,-,0,,0,,,-,,-,,-,0,,5,,,-,103,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266101800048),,CONNECTICUT,
ALASKA,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205669099972 64.84507631500048),,ALASKA,
NEW YORK CITY,2014,30,1,,0,,2,,6,,10,,2,,0,,5,,17,,12,,,-,0,,0,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY,
IDAHO,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-114.3637261449997 43.68263160000049),,IDAHO,
NORTH DAKOTA,2014,30,,-,0,,1,,1,,,-,,-,0,,2,,2,,3,,,-,0,,1,,,-,2,,POINT (-100.11842599699969 47.47531892900048),,NORTH DAKOTA,
OHIO,2014,30,,-,0,,1,,1,,5,,,-,0,,1,,2,,3,,,-,0,,1,,,-,1,,POINT (-82.40425685299965 40.06021184000048),,OHIO,
MONTANA,2014,30,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.06652759400049),,MONTANA,
GEORGIA,2014,30,,-,0,,5,,15,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968158500045),,GEORGIA,
WYOMING,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.235543013000495),,WYOMING,
SOUTH DAKOTA,2014,30,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313049600046),,SOUTH DAKOTA,
LOUISIANA,2014,30,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312664106000454),,LOUISIANA,
WEST VIRGINIA,2014,30,,-,0,,1,,1,,1,,,-,0,,0,,,-,3,,,-,0,,0,,,-,2,,POINT (-80.71263935099967 38.66551303900047),,WEST VIRGINIA,
MISSOURI,2014,30,7,,2,,38,,171,,233,,,-,0,,2,,9,,3,,,-,0,,3,,11,,9,,POINT (-92.56629737199967 38.63579079900046),,MISSOURI,
WASHINGTON,2014,30,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.5222894470005),,WASHINGTON,
OREGON,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.56745218600048),,OREGON,
HAWAII,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.304853205000427),,HAWAII,
NEW YORK,2014,30,1,,1,,17,,29,,13,,21,,7,,36,,201,,182,,,-,0,,3,,4,,6,,POINT (-75.54396639699968 42.82700178100049),,NEW YORK,
NEW MEXICO,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057768899968 34.520884020000494),,NEW MEXICO,
COLORADO,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384201300048),,COLORADO,
WISCONSIN,2014,30,,-,0,,6,,4,,17,,,-,8,,38,,206,,406,,,-,0,,5,,14,,23,,POINT (-89.81636715299965 44.393191877000504),,WISCONSIN,
VERMONT,2014,30,,-,0,,2,,1,,2,,,-,1,,4,,29,,17,,,-,0,,1,,,-,,-,POINT (-72.51763944499965 43.62538000100045),,VERMONT,
INDIANA,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,24,,POINT (-86.14995579899966 39.76691072200049),,INDIANA,
NORTH CAROLINA,2014,30,,-,0,,12,,20,,31,,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622096200048),,NORTH CAROLINA,
NEW JERSEY,2014,30,,-,0,,3,,20,,32,,,-,0,,4,,17,,62,,,-,0,,2,,2,,2,,POINT (-74.27368565099965 40.13057159500045),,NEW JERSEY,
MAINE,2014,30,,-,0,,1,,5,,,-,4,,2,,13,,87,,44,,,-,0,,1,,1,,,-,POINT (-68.98502952999962 45.2542257390005),,MAINE,
SOUTH CAROLINA,2014,30,,-,0,,2,,4,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882214300044),,SOUTH CAROLINA,
ARKANSAS,2014,30,4,,1,,15,,83,,90,,,-,0,,2,,12,,4,,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.74865329300047),,ARKANSAS,
UNITED STATES,2014,31,55,,19,,100,,733,,845,,25,,33,,107,,760,,1468,,1,,2,,12,,49,,114,,,,,
NEW ENGLAND,2014,31,,-,0,,9,,15,,23,,3,,5,,26,,203,,246,,,-,0,,1,,1,,,-,,,,
CONNECTICUT,2014,31,,-,0,,0,,,-,,-,,-,0,,5,,,-,108,,,-,0,,0,,,-,,-,,,CONNECTICUT,
MAINE,2014,31,,-,0,,1,,5,,,-,2,,2,,13,,95,,45,,,-,0,,1,,1,,,-,,,MAINE,
MASSACHUSETTS,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,MASSACHUSETTS,
NEW HAMPSHIRE,2014,31,,-,0,,1,,1,,5,,,-,0,,5,,31,,57,,,-,0,,1,,,-,,-,,,NEW HAMPSHIRE,
RHODE ISLAND,2014,31,,-,0,,9,,8,,15,,,-,0,,16,,46,,18,,,-,0,,0,,,-,,-,,,RHODE ISLAND,
VERMONT,2014,31,,-,0,,2,,1,,3,,1,,1,,4,,31,,18,,,-,0,,1,,,-,,-,,,VERMONT,
MID. ATLANTIC,2014,31,12,,2,,17,,66,,64,,21,,10,,39,,256,,289,,,-,0,,3,,6,,15,,,,,
NEW JERSEY,2014,31,,-,0,,3,,20,,33,,,-,0,,4,,17,,63,,,-,0,,2,,2,,2,,,,NEW JERSEY,
NEW YORK,2014,31,8,,1,,17,,37,,15,,17,,7,,36,,218,,208,,,-,0,,3,,4,,7,,,,NEW YORK,
NEW YORK CITY,2014,31,4,,0,,2,,9,,11,,4,,0,,5,,21,,13,,,-,0,,0,,,-,,-,,,NEW YORK CITY,
PENNSYLVANIA,2014,31,,-,0,,1,,,-,5,,,-,0,,5,,,-,5,,,-,0,,2,,,-,6,,,,PENNSYLVANIA,
E.N. CENTRAL,2014,31,,-,1,,9,,35,,58,,,-,6,,38,,244,,454,,,-,0,,6,,18,,54,,,,,
ILLINOIS,2014,31,,-,0,,5,,28,,31,,,-,0,,2,,12,,7,,,-,0,,0,,,-,,-,,,ILLINOIS,
MICHIGAN,2014,31,,-,0,,1,,1,,1,,,-,0,,1,,1,,3,,,-,0,,0,,,-,1,,,,MICHIGAN,
OHIO,2014,31,,-,0,,1,,2,,6,,,-,0,,1,,1,,3,,,-,0,,1,,1,,1,,,,OHIO,
WISCONSIN,2014,31,,-,0,,6,,4,,20,,,-,6,,38,,230,,441,,,-,0,,5,,17,,26,,,,WISCONSIN,
W.N. CENTRAL,2014,31,10,,3,,29,,219,,328,,,-,1,,31,,17,,440,,1,,0,,6,,15,,28,,,,,
IOWA,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,IOWA,
KANSAS,2014,31,,-,0,,4,,29,,66,,,-,0,,1,,4,,5,,,-,0,,1,,3,,,-,,,KANSAS,
MINNESOTA,2014,31,,-,0,,2,,,-,5,,,-,0,,30,,,-,427,,,-,0,,6,,,-,17,,,,MINNESOTA,
MISSOURI,2014,31,10,,2,,26,,189,,251,,,-,0,,2,,9,,3,,1,,0,,3,,12,,9,,,,MISSOURI,
NEBRASKA,2014,31,,-,0,,1,,,-,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,,NEBRASKA,
NORTH DAKOTA,2014,31,,-,0,,1,,1,,,-,,-,0,,2,,3,,4,,,-,0,,1,,,-,2,,,,NORTH DAKOTA,
SOUTH DAKOTA,2014,31,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,SOUTH DAKOTA,
S. ATLANTIC,2014,31,19,,4,,23,,161,,162,,1,,0,,4,,24,,27,,,-,0,,1,,1,,3,,,,,
DELAWARE,2014,31,,-,0,,5,,15,,9,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,,DELAWARE,
DIST. OF COL.,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,DIST. OF COL.,
FLORIDA,2014,31,2,,0,,3,,22,,12,,1,,0,,2,,4,,1,,,-,0,,0,,,-,,-,,,FLORIDA,
GEORGIA,2014,31,,-,0,,5,,15,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,GEORGIA,
MARYLAND,2014,31,,-,0,,5,,23,,16,,,-,0,,2,,7,,4,,,-,0,,1,,,-,,-,,,MARYLAND,
NORTH CAROLINA,2014,31,13,,0,,12,,33,,35,,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,,,NORTH CAROLINA,
VIRGINIA,2014,31,4,,1,,8,,48,,68,,,-,0,,2,,8,,14,,,-,0,,1,,1,,,-,,,VIRGINIA,
WEST VIRGINIA,2014,31,,-,0,,1,,1,,1,,,-,0,,0,,,-,3,,,-,0,,0,,,-,2,,,,WEST VIRGINIA,
E.S. CENTRAL,2014,31,6,,2,,13,,104,,102,,,-,0,,1,,2,,6,,,-,0,,2,,6,,5,,,,,
ALABAMA,2014,31,2,,0,,2,,9,,9,,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,,,ALABAMA,
KENTUCKY,2014,31,3,,1,,7,,43,,36,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,KENTUCKY,
MISSISSIPPI,2014,31,,-,0,,0,,,-,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,,,MISSISSIPPI,
TENNESSEE,2014,31,1,,1,,7,,52,,54,,,-,0,,1,,,-,4,,,-,0,,2,,6,,4,,,,TENNESSEE,
W.S. CENTRAL,2014,31,8,,3,,63,,133,,107,,,-,0,,8,,14,,6,,,-,0,,0,,,-,,-,,,,
LOUISIANA,2014,31,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,,LOUISIANA,
TEXAS,2014,31,,-,0,,2,,6,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,TEXAS,
MOUNTAIN,2014,31,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,,,
ARIZONA,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,,ARIZONA,
COLORADO,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,COLORADO,
IDAHO,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,IDAHO,
MONTANA,2014,31,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,MONTANA,
NEVADA,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,NEVADA,
NEW MEXICO,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,NEW MEXICO,
UTAH,2014,31,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,UTAH,
WYOMING,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,WYOMING,
PACIFIC,2014,31,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,2,,8,,,,,
CALIFORNIA,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,8,,,,CALIFORNIA,
OREGON,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,OREGON,
WASHINGTON,2014,31,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,,WASHINGTON,
AMER. SAMOA,2014,31,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,,AMER. SAMOA,
PUERTO RICO,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,PUERTO RICO,
VIRGIN ISL.,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
SOUTH CAROLINA,2014,31,,-,0,,2,,4,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882214300044),,SOUTH CAROLINA,
OKLAHOMA,2014,31,,-,0,,62,,32,,4,,,-,0,,8,,3,,1,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472031425000466),,OKLAHOMA,
ARKANSAS,2014,31,8,,1,,15,,94,,99,,,-,0,,2,,11,,4,,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.74865329300047),,ARKANSAS,
INDIANA,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,26,,POINT (-86.14995579899966 39.76691072200049),,INDIANA,
HAWAII,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.304853205000427),,HAWAII,
UNITED STATES,2014,32,21,,19,,100,,805,,919,,21,,33,,107,,828,,1575,,1,,2,,12,,52,,119,,,,,
NEW ENGLAND,2014,32,,-,0,,9,,17,,27,,3,,5,,26,,224,,269,,,-,0,,1,,1,,,-,,,,
MID. ATLANTIC,2014,32,3,,2,,17,,76,,70,,17,,10,,40,,281,,312,,,-,0,,3,,6,,15,,,,,
E.N. CENTRAL,2014,32,1,,1,,9,,37,,67,,,-,7,,39,,263,,483,,,-,0,,6,,19,,57,,,,,
W.N. CENTRAL,2014,32,5,,3,,29,,244,,337,,,-,1,,29,,18,,469,,1,,0,,6,,16,,30,,,,,
IOWA,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648936699969 42.469401477000474),,IOWA,
S. ATLANTIC,2014,32,8,,4,,24,,182,,176,,1,,0,,4,,25,,30,,,-,0,,1,,1,,3,,,,,
DIST. OF COL.,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,DIST. OF COL.,
E.S. CENTRAL,2014,32,1,,2,,13,,107,,114,,,-,0,,1,,2,,6,,,-,0,,2,,7,,5,,,,,
W.S. CENTRAL,2014,32,3,,3,,63,,142,,127,,,-,0,,8,,15,,6,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,32,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,,,
PACIFIC,2014,32,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,2,,8,,,,,
AMER. SAMOA,2014,32,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,,AMER. SAMOA,
