Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2020†","Cryptosporidiosis, Cum 2020†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2020†","Cyclosporiasis, Cum 2020†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column,Counties,States
HAWAII,2020,3,,-,1,,,-,1,,,-,0,,,-,,-,HAWAII,,20200360,POINT (-157.854309 21.361013),1657,4
OREGON,2020,3,1,,14,,4,,22,,,-,1,,,-,,-,OREGON,,20200361,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,3,,-,10,,3,,17,,,-,4,,,-,1,,WASHINGTON,,20200362,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200363,,,
AMERICAN SAMOA,2020,3,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20200364,,,
NORTHERN MARIANA ISLANDS,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200365,POINT (145.725693 15.1834),,
GUAM,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200366,POINT (144.653198 13.3532),,
PUERTO RICO,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200367,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200368,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,3,,-,2,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200369,,,
TOTAL,2020,3,89,,401,,219,,441,,1,,490,,7,,5,,,TOTAL,20200370,,,
US RESIDENTS,2020,4,48,,401,,330,,573,,1,,491,,9,,6,,,US RESIDENTS,20200401,,,
NEW ENGLAND,2020,4,1,,26,,20,,44,,,-,91,,,-,,-,,NEW ENGLAND,20200402,,,
CONNECTICUT,2020,4,,-,5,,,-,8,,,-,26,,,-,,-,CONNECTICUT,,20200403,POINT (-72.738288 41.575155),1043,24
MAINE,2020,4,,-,12,,3,,1,,,-,0,,,-,,-,MAINE,,20200404,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,4,1,,15,,11,,19,,,-,60,,,-,,-,MASSACHUSETTS,,20200405,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,4,,-,4,,1,,11,,,-,2,,,-,,-,NEW HAMPSHIRE,,20200406,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,4,,-,7,,3,,2,,,-,5,,,-,,-,RHODE ISLAND,,20200407,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,4,,-,3,,2,,3,,,-,5,,,-,,-,VERMONT,,20200408,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,4,14,,54,,50,,57,,,-,115,,1,,,-,,MIDDLE ATLANTIC,20200409,,,
NEW JERSEY,2020,4,,-,18,,3,,15,,,-,48,,1,,,-,NEW JERSEY,,20200410,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,4,10,,27,,24,,7,,,-,85,,,-,,-,NEW YORK,,20200411,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20200412,,,
PENNSYLVANIA,2020,4,4,,21,,23,,35,,,N,,NC,,N,,N,PENNSYLVANIA,,20200413,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,4,8,,111,,70,,117,,,-,121,,5,,1,,,EAST NORTH CENTRAL,20200414,,,
ILLINOIS,2020,4,,-,24,,9,,28,,,-,51,,,-,1,,ILLINOIS,,20200415,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200416,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,4,,-,20,,,-,22,,,-,69,,,-,,-,MICHIGAN,,20200417,POINT (-85.730977 44.874798),1262,50
OHIO,2020,4,7,,32,,45,,36,,,-,37,,4,,,-,OHIO,,20200418,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,4,1,,40,,16,,31,,,-,28,,1,,,-,WISCONSIN,,20200419,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,4,,-,51,,29,,65,,,-,60,,,-,1,,,WEST NORTH CENTRAL,20200420,,,
IOWA,2020,4,,-,30,,17,,29,,,-,48,,,-,,-,IOWA,,20200421,POINT (-93.500061 42.074659),299,16
KANSAS,2020,4,,-,4,,,-,7,,,-,2,,,-,,-,KANSAS,,20200422,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200423,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,4,,-,24,,6,,14,,,-,16,,,-,1,,MISSOURI,,20200424,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,4,,-,8,,6,,7,,,-,6,,,-,,-,NEBRASKA,,20200425,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,4,,-,3,,,-,1,,,N,,NC,,N,,N,NORTH DAKOTA,,20200426,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,4,,-,11,,,-,7,,,-,6,,,-,,-,SOUTH DAKOTA,,20200427,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,4,8,,73,,36,,84,,1,,214,,3,,2,,,SOUTH ATLANTIC,20200428,,,
DELAWARE,2020,4,1,,4,,1,,1,,,-,2,,,-,,-,DELAWARE,,20200429,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,4,,-,2,,,-,3,,,-,11,,,-,,-,DISTRICT OF COLUMBIA,,20200430,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,4,,-,21,,,-,38,,,-,114,,,-,1,,FLORIDA,,20200431,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20200432,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,4,1,,6,,4,,3,,1,,78,,2,,,-,MARYLAND,,20200433,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,4,,-,10,,8,,16,,,-,31,,,-,1,,NORTH CAROLINA,,20200434,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,4,,-,7,,3,,6,,,-,4,,,-,,-,SOUTH CAROLINA,,20200435,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,4,6,,51,,20,,11,,,-,47,,1,,,-,VIRGINIA,,20200436,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,4,,-,4,,,-,6,,,-,2,,,-,,-,WEST VIRGINIA,,20200437,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,4,,-,45,,23,,37,,,-,17,,,-,,-,,EAST SOUTH CENTRAL,20200438,,,
ALABAMA,2020,4,,-,14,,11,,14,,,N,,NC,,N,,N,ALABAMA,,20200439,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,4,,-,21,,,-,15,,,-,0,,,-,,-,KENTUCKY,,20200440,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,4,,-,8,,5,,1,,,N,,NC,,N,,N,MISSISSIPPI,,20200441,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,4,,-,13,,7,,7,,,-,17,,,-,,-,TENNESSEE,,20200442,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,4,5,,69,,27,,46,,,-,127,,,-,,-,,WEST SOUTH CENTRAL,20200443,,,
ARKANSAS,2020,4,1,,9,,5,,2,,,-,7,,,-,,-,ARKANSAS,,20200444,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,4,,-,18,,4,,14,,,-,14,,,-,,-,LOUISIANA,,20200445,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,4,1,,10,,6,,7,,,N,,NC,,N,,N,OKLAHOMA,,20200446,POINT (-97.508297 35.583449),712,20
TEXAS,2020,4,3,,55,,12,,23,,,-,119,,,-,,-,TEXAS,,20200447,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,4,7,,34,,37,,37,,,-,15,,,-,,-,,MOUNTAIN,20200448,,,
ARIZONA,2020,4,,-,8,,6,,9,,,-,5,,,-,,-,ARIZONA,,20200449,POINT (-111.664616 34.293239),987,7
COLORADO,2020,4,3,,14,,12,,7,,,-,10,,,-,,-,COLORADO,,20200450,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,4,1,,10,,5,,6,,,N,,NC,,N,,N,IDAHO,,20200451,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,4,,-,5,,4,,1,,,-,1,,,-,,-,MONTANA,,20200452,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,4,,-,4,,2,,3,,,N,,NC,,N,,N,NEVADA,,20200453,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,4,,-,8,,1,,3,,,-,4,,,-,,-,NEW MEXICO,,20200454,POINT (-106.108388 34.421369),616,11
UTAH,2020,4,3,,14,,7,,7,,,-,3,,,-,,-,UTAH,,20200455,POINT (-111.678222 39.323779),900,13
WYOMING,2020,4,,-,5,,,-,1,,,-,1,,,-,,-,WYOMING,,20200456,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,4,5,,43,,38,,86,,,-,9,,,-,2,,,PACIFIC,20200457,,,
ALASKA,2020,4,,-,2,,,-,,-,,-,0,,,-,,-,ALASKA,,20200458,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,4,3,,28,,25,,39,,,-,8,,,-,1,,CALIFORNIA,,20200459,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,4,,-,1,,,-,1,,,-,0,,,-,,-,HAWAII,,20200460,POINT (-157.854309 21.361013),1657,4
OREGON,2020,4,2,,11,,6,,26,,,-,1,,,-,,-,OREGON,,20200461,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,4,,-,10,,7,,20,,,-,4,,,-,1,,WASHINGTON,,20200462,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200463,,,
AMERICAN SAMOA,2020,4,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20200464,,,
NORTHERN MARIANA ISLANDS,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200465,POINT (145.725693 15.1834),,
GUAM,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200466,POINT (144.653198 13.3532),,
PUERTO RICO,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200467,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200468,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,4,,-,2,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200469,,,
TOTAL,2020,4,48,,401,,330,,573,,1,,491,,9,,6,,,TOTAL,20200470,,,
US RESIDENTS,2020,5,51,,433,,450,,796,,,-,547,,9,,7,,,US RESIDENTS,20200501,,,
NEW ENGLAND,2020,5,1,,26,,23,,49,,,-,91,,,-,,-,,NEW ENGLAND,20200502,,,
CONNECTICUT,2020,5,,-,5,,,-,10,,,-,26,,,-,,-,CONNECTICUT,,20200503,POINT (-72.738288 41.575155),1043,24
MAINE,2020,5,,-,12,,3,,1,,,-,0,,,-,,-,MAINE,,20200504,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,5,1,,15,,13,,21,,,-,60,,,-,,-,MASSACHUSETTS,,20200505,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,5,,-,4,,1,,12,,,-,2,,,-,,-,NEW HAMPSHIRE,,20200506,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,5,,-,7,,3,,2,,,-,5,,,-,,-,RHODE ISLAND,,20200507,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,5,,-,3,,3,,3,,,-,5,,,-,,-,VERMONT,,20200508,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,5,16,,70,,101,,110,,,-,159,,1,,,-,,MIDDLE ATLANTIC,20200509,,,
NEW JERSEY,2020,5,,-,18,,10,,18,,,-,48,,1,,,-,NEW JERSEY,,20200510,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,5,11,,27,,35,,16,,,-,85,,,-,,-,NEW YORK,,20200511,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,5,,-,19,,24,,34,,,-,44,,,-,,-,,NEW YORK CITY,20200512,,,
PENNSYLVANIA,2020,5,5,,21,,32,,42,,,N,,NC,,N,,N,PENNSYLVANIA,,20200513,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,5,12,,111,,93,,139,,,-,121,,5,,1,,,EAST NORTH CENTRAL,20200514,,,
ILLINOIS,2020,5,,-,24,,9,,33,,,-,51,,,-,1,,ILLINOIS,,20200515,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200516,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,5,,-,20,,6,,29,,,-,69,,,-,,-,MICHIGAN,,20200517,POINT (-85.730977 44.874798),1262,50
OHIO,2020,5,9,,32,,54,,39,,,-,37,,4,,,-,OHIO,,20200518,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,5,3,,40,,24,,38,,,-,28,,1,,,-,WISCONSIN,,20200519,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,5,,-,51,,33,,79,,,-,60,,,-,1,,,WEST NORTH CENTRAL,20200520,,,
IOWA,2020,5,,-,30,,18,,39,,,-,48,,,-,,-,IOWA,,20200521,POINT (-93.500061 42.074659),299,16
KANSAS,2020,5,,-,4,,,-,7,,,-,2,,,-,,-,KANSAS,,20200522,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200523,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,5,,-,24,,6,,16,,,-,16,,,-,1,,MISSOURI,,20200524,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,5,,-,8,,6,,9,,,-,6,,,-,,-,NEBRASKA,,20200525,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,5,,-,3,,,-,1,,,N,,NC,,N,,N,NORTH DAKOTA,,20200526,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,5,,-,11,,3,,7,,,-,6,,,-,,-,SOUTH DAKOTA,,20200527,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,5,11,,79,,53,,143,,,-,220,,3,,2,,,SOUTH ATLANTIC,20200528,,,
DELAWARE,2020,5,,-,4,,2,,1,,,-,2,,,-,,-,DELAWARE,,20200529,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,5,,-,1,,,-,3,,,-,11,,,-,,-,DISTRICT OF COLUMBIA,,20200530,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,5,,-,21,,,-,56,,,-,114,,,-,1,,FLORIDA,,20200531,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,5,,-,23,,,-,24,,,-,14,,,-,,-,GEORGIA,,20200532,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,5,4,,6,,9,,4,,,-,78,,2,,,-,MARYLAND,,20200533,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,5,,-,10,,10,,22,,,-,31,,,-,1,,NORTH CAROLINA,,20200534,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,5,2,,7,,6,,6,,,-,4,,,-,,-,SOUTH CAROLINA,,20200535,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,5,5,,51,,26,,19,,,-,47,,1,,,-,VIRGINIA,,20200536,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,5,,-,4,,,-,8,,,-,2,,,-,,-,WEST VIRGINIA,,20200537,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,5,1,,45,,24,,50,,,-,17,,,-,,-,,EAST SOUTH CENTRAL,20200538,,,
ALABAMA,2020,5,,-,14,,11,,18,,,N,,NC,,N,,N,ALABAMA,,20200539,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,5,,-,21,,,-,17,,,-,0,,,-,,-,KENTUCKY,,20200540,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,5,1,,8,,6,,2,,,N,,NC,,N,,N,MISSISSIPPI,,20200541,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,5,,-,13,,7,,13,,,-,17,,,-,,-,TENNESSEE,,20200542,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,5,4,,69,,33,,68,,,-,127,,,-,1,,,WEST SOUTH CENTRAL,20200543,,,
ARKANSAS,2020,5,,-,9,,5,,3,,,-,7,,,-,,-,ARKANSAS,,20200544,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,5,,-,18,,4,,17,,,-,14,,,-,,-,LOUISIANA,,20200545,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,5,1,,10,,7,,9,,,N,,NC,,N,,N,OKLAHOMA,,20200546,POINT (-97.508297 35.583449),712,20
TEXAS,2020,5,3,,55,,17,,39,,,-,119,,,-,1,,TEXAS,,20200547,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,5,1,,34,,43,,51,,,-,15,,,-,,-,,MOUNTAIN,20200548,,,
ARIZONA,2020,5,1,,8,,7,,13,,,-,5,,,-,,-,ARIZONA,,20200549,POINT (-111.664616 34.293239),987,7
COLORADO,2020,5,,-,14,,12,,7,,,-,10,,,-,,-,COLORADO,,20200550,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,5,,-,10,,5,,8,,,N,,NC,,N,,N,IDAHO,,20200551,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,5,,-,5,,4,,2,,,-,1,,,-,,-,MONTANA,,20200552,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,5,,-,4,,2,,3,,,N,,NC,,N,,N,NEVADA,,20200553,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,5,,-,8,,5,,4,,,-,4,,,-,,-,NEW MEXICO,,20200554,POINT (-106.108388 34.421369),616,11
UTAH,2020,5,,-,14,,8,,12,,,-,3,,,-,,-,UTAH,,20200555,POINT (-111.678222 39.323779),900,13
WYOMING,2020,5,,-,5,,,-,2,,,-,1,,,-,,-,WYOMING,,20200556,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,5,5,,43,,47,,107,,,-,9,,,-,2,,,PACIFIC,20200557,,,
ALASKA,2020,5,,-,2,,,-,,-,,-,0,,,-,,-,ALASKA,,20200558,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,5,2,,28,,31,,53,,,-,8,,,-,1,,CALIFORNIA,,20200559,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,5,,-,1,,,-,1,,,-,0,,,-,,-,HAWAII,,20200560,POINT (-157.854309 21.361013),1657,4
OREGON,2020,5,,-,11,,5,,31,,,-,1,,,-,,-,OREGON,,20200561,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,5,3,,10,,11,,22,,,-,4,,,-,1,,WASHINGTON,,20200562,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200563,,,
AMERICAN SAMOA,2020,5,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20200564,,,
NORTHERN MARIANA ISLANDS,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200565,POINT (145.725693 15.1834),,
GUAM,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200566,POINT (144.653198 13.3532),,
PUERTO RICO,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200567,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200568,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,5,,-,2,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200569,,,
TOTAL,2020,5,51,,433,,450,,796,,,-,547,,9,,7,,,TOTAL,20200570,,,
US RESIDENTS,2020,6,49,,434,,550,,948,,,-,548,,9,,10,,,US RESIDENTS,20200601,,,
NEW ENGLAND,2020,6,3,,26,,27,,54,,,-,91,,,-,,-,,NEW ENGLAND,20200602,,,
CONNECTICUT,2020,6,,-,5,,,-,10,,,-,26,,,-,,-,CONNECTICUT,,20200603,POINT (-72.738288 41.575155),1043,24
MAINE,2020,6,,-,12,,3,,2,,,-,0,,,-,,-,MAINE,,20200604,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,6,3,,15,,16,,24,,,-,60,,,-,,-,MASSACHUSETTS,,20200605,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,6,,-,4,,2,,12,,,-,2,,,-,,-,NEW HAMPSHIRE,,20200606,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,6,,-,7,,3,,2,,,-,5,,,-,,-,RHODE ISLAND,,20200607,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,6,,-,2,,3,,4,,,-,5,,,-,,-,VERMONT,,20200608,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,6,9,,70,,117,,129,,,-,159,,1,,,-,,MIDDLE ATLANTIC,20200609,,,
NEW JERSEY,2020,6,,-,18,,12,,21,,,-,48,,1,,,-,NEW JERSEY,,20200610,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,6,4,,27,,39,,24,,,-,85,,,-,,-,NEW YORK,,20200611,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,6,1,,19,,28,,36,,,-,44,,,-,,-,,NEW YORK CITY,20200612,,,
PENNSYLVANIA,2020,6,4,,21,,38,,48,,,N,,NC,,N,,N,PENNSYLVANIA,,20200613,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,6,12,,111,,106,,161,,,-,121,,5,,1,,,EAST NORTH CENTRAL,20200614,,,
ILLINOIS,2020,6,,-,24,,11,,39,,,-,51,,,-,1,,ILLINOIS,,20200615,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200616,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,6,,-,20,,8,,36,,,-,69,,,-,,-,MICHIGAN,,20200617,POINT (-85.730977 44.874798),1262,50
OHIO,2020,6,11,,32,,65,,43,,,-,37,,4,,,-,OHIO,,20200618,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,6,1,,40,,22,,43,,,-,28,,1,,,-,WISCONSIN,,20200619,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,6,4,,51,,50,,100,,,-,60,,,-,1,,,WEST NORTH CENTRAL,20200620,,,
IOWA,2020,6,,-,30,,23,,45,,,-,48,,,-,,-,IOWA,,20200621,POINT (-93.500061 42.074659),299,16
KANSAS,2020,6,,-,4,,,-,8,,,-,2,,,-,,-,KANSAS,,20200622,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200623,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,6,2,,24,,12,,24,,,-,16,,,-,1,,MISSOURI,,20200624,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,6,2,,8,,9,,11,,,-,6,,,-,,-,NEBRASKA,,20200625,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,6,,-,3,,,-,2,,,N,,NC,,N,,N,NORTH DAKOTA,,20200626,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,6,,-,11,,6,,10,,,-,6,,,-,,-,SOUTH DAKOTA,,20200627,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,6,4,,79,,66,,167,,,-,220,,3,,2,,,SOUTH ATLANTIC,20200628,,,
DELAWARE,2020,6,,-,4,,2,,1,,,-,2,,,-,,-,DELAWARE,,20200629,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,6,,-,1,,,-,4,,,-,11,,,-,,-,DISTRICT OF COLUMBIA,,20200630,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,6,,-,21,,,-,65,,,-,114,,,-,1,,FLORIDA,,20200631,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,6,,-,23,,,-,28,,,-,14,,,-,,-,GEORGIA,,20200632,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,6,3,,6,,12,,4,,,-,78,,2,,,-,MARYLAND,,20200633,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,6,,-,10,,17,,24,,,-,31,,,-,1,,NORTH CAROLINA,,20200634,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,6,,-,7,,7,,11,,,-,4,,,-,,-,SOUTH CAROLINA,,20200635,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,6,1,,51,,28,,21,,,-,47,,1,,,-,VIRGINIA,,20200636,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,6,,-,4,,,-,9,,,-,2,,,-,,-,WEST VIRGINIA,,20200637,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,6,1,,45,,31,,69,,,-,17,,,-,,-,,EAST SOUTH CENTRAL,20200638,,,
ALABAMA,2020,6,1,,14,,16,,25,,,N,,NC,,N,,N,ALABAMA,,20200639,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,6,,-,21,,,-,20,,,-,0,,,-,,-,KENTUCKY,,20200640,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,6,,-,8,,6,,4,,,N,,NC,,N,,N,MISSISSIPPI,,20200641,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,6,,-,13,,9,,20,,,-,17,,,-,,-,TENNESSEE,,20200642,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,6,9,,69,,47,,84,,,-,127,,,-,2,,,WEST SOUTH CENTRAL,20200643,,,
ARKANSAS,2020,6,1,,9,,6,,6,,,-,7,,,-,,-,ARKANSAS,,20200644,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,6,,-,18,,4,,19,,,-,14,,,-,,-,LOUISIANA,,20200645,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,6,1,,10,,8,,11,,,N,,NC,,N,,N,OKLAHOMA,,20200646,POINT (-97.508297 35.583449),712,20
TEXAS,2020,6,7,,55,,29,,48,,,-,119,,,-,2,,TEXAS,,20200647,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,6,3,,34,,53,,61,,,-,15,,,-,1,,,MOUNTAIN,20200648,,,
ARIZONA,2020,6,1,,8,,8,,16,,,-,5,,,-,,-,ARIZONA,,20200649,POINT (-111.664616 34.293239),987,7
