Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2021†","Cryptosporidiosis, Cum 2021†, flag","Cryptosporidiosis, Cum 2020†","Cryptosporidiosis, Cum 2020†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2021†","Cyclosporiasis, Cum 2021†, flag","Cyclosporiasis, Cum 2020†","Cyclosporiasis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode,Counties,States
OREGON,2021,3,1,,5,,7,,4,,,-,0,,,-,,-,OREGON,,20210361,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,3,2,,11,,8,,11,,,-,0,,,-,,-,WASHINGTON,,20210362,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,3,,-,1,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20210363,,,
AMERICAN SAMOA,2021,3,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20210364,,,
NORTHERN MARIANA ISLANDS,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210365,POINT (145.725693 15.1834),,
GUAM,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20210366,POINT (144.653198 13.3532),,
PUERTO RICO,2021,3,,-,1,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20210367,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210368,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,3,,-,1,,,-,1,,,-,0,,,-,,-,,NON-US RESIDENTS,20210369,,,
TOTAL,2021,3,16,,191,,78,,487,,2,,247,,5,,8,,,TOTAL,20210370,,,
US RESIDENTS,2021,4,28,,193,,130,,624,,,-,247,,6,,11,,,US RESIDENTS,20210401,,,
NEW ENGLAND,2021,4,4,,20,,9,,31,,,-,5,,,-,,-,,NEW ENGLAND,20210402,,,
CONNECTICUT,2021,4,,-,4,,,-,4,,,-,2,,,-,,-,CONNECTICUT,,20210403,POINT (-72.738288 41.575155),1043,24
MAINE,2021,4,1,,4,,3,,4,,,-,0,,,-,,-,MAINE,,20210404,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,4,3,,6,,4,,12,,,-,4,,,-,,-,MASSACHUSETTS,,20210405,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,4,,-,2,,1,,4,,,-,2,,,-,,-,NEW HAMPSHIRE,,20210406,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,4,,-,2,,,-,4,,,-,1,,,-,,-,RHODE ISLAND,,20210407,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,4,,-,11,,1,,3,,,-,0,,,-,,-,VERMONT,,20210408,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,4,5,,45,,18,,98,,,-,34,,1,,1,,,MIDDLE ATLANTIC,20210409,,,
NEW JERSEY,2021,4,,-,5,,,-,16,,,-,19,,,-,1,,NEW JERSEY,,20210410,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,4,4,,30,,7,,23,,,-,10,,1,,,-,NEW YORK,,20210411,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,4,,-,8,,2,,30,,,-,17,,,-,,-,,NEW YORK CITY,20210412,,,
PENNSYLVANIA,2021,4,1,,13,,9,,29,,,N,,NC,,N,,N,PENNSYLVANIA,,20210413,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,4,4,,49,,27,,120,,,-,111,,4,,6,,,EAST NORTH CENTRAL,20210414,,,
ILLINOIS,2021,4,,-,11,,,-,23,,,-,97,,,-,1,,ILLINOIS,,20210415,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,4,,-,6,,,-,9,,,-,0,,,-,,-,INDIANA,,20210416,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,4,,-,9,,1,,19,,,-,3,,,-,,-,MICHIGAN,,20210417,POINT (-85.730977 44.874798),1262,50
OHIO,2021,4,2,,13,,16,,45,,,-,14,,4,,4,,OHIO,,20210418,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,4,2,,24,,10,,24,,,-,17,,,-,1,,WISCONSIN,,20210419,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,4,4,,30,,12,,67,,,-,121,,,-,,-,,WEST NORTH CENTRAL,20210420,,,
IOWA,2021,4,2,,17,,6,,32,,,-,103,,,-,,-,IOWA,,20210421,POINT (-93.500061 42.074659),299,16
KANSAS,2021,4,,-,4,,1,,4,,,-,6,,,-,,-,KANSAS,,20210422,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20210423,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,4,2,,13,,2,,18,,,-,37,,,-,,-,MISSOURI,,20210424,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,4,,-,5,,,-,7,,,-,30,,,-,,-,NEBRASKA,,20210425,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,4,,-,2,,3,,,-,,N,,NC,,N,,N,NORTH DAKOTA,,20210426,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,4,,-,6,,,-,6,,,-,6,,,-,,-,SOUTH DAKOTA,,20210427,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,4,2,,38,,15,,109,,,-,40,,,-,2,,,SOUTH ATLANTIC,20210428,,,
DELAWARE,2021,4,,-,3,,,-,2,,,-,1,,,-,,-,DELAWARE,,20210429,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,4,,-,2,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20210430,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,4,,-,11,,,-,23,,,-,17,,,-,,-,FLORIDA,,20210431,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,4,,-,21,,7,,24,,,-,18,,,-,,-,GEORGIA,,20210432,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,4,,-,6,,,-,5,,,-,3,,,-,2,,MARYLAND,,20210433,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,4,,-,9,,,-,28,,,-,1,,,-,,-,NORTH CAROLINA,,20210434,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,4,,-,4,,1,,5,,,-,3,,,-,,-,SOUTH CAROLINA,,20210435,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,4,2,,8,,7,,19,,,-,12,,,-,,-,VIRGINIA,,20210436,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,4,,-,5,,,-,2,,,-,1,,,-,,-,WEST VIRGINIA,,20210437,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,4,,-,17,,6,,38,,,-,15,,,-,1,,,EAST SOUTH CENTRAL,20210438,,,
ALABAMA,2021,4,,-,8,,3,,16,,,-,1,,,-,,-,ALABAMA,,20210439,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,4,,-,8,,2,,5,,,-,5,,,-,,-,KENTUCKY,,20210440,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,4,,-,3,,,-,5,,,N,,NC,,N,,N,MISSISSIPPI,,20210441,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,4,,-,9,,1,,12,,,-,11,,,-,1,,TENNESSEE,,20210442,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,4,6,,24,,11,,44,,,-,60,,1,,1,,,WEST SOUTH CENTRAL,20210443,,,
ARKANSAS,2021,4,1,,6,,5,,2,,,-,2,,1,,,-,ARKANSAS,,20210444,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,4,1,,6,,1,,15,,,-,16,,,-,1,,LOUISIANA,,20210445,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,4,,-,5,,1,,6,,,N,,NC,,N,,N,OKLAHOMA,,20210446,POINT (-97.508297 35.583449),712,20
TEXAS,2021,4,4,,19,,4,,21,,,-,53,,,-,,-,TEXAS,,20210447,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,4,1,,16,,5,,59,,,-,9,,,-,,-,,MOUNTAIN,20210448,,,
ARIZONA,2021,4,,-,5,,2,,7,,,-,2,,,-,,-,ARIZONA,,20210449,POINT (-111.664616 34.293239),987,7
COLORADO,2021,4,1,,6,,2,,17,,,-,6,,,-,,-,COLORADO,,20210450,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,4,,-,2,,,-,5,,,N,,NC,,N,,N,IDAHO,,20210451,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,4,,-,3,,,-,7,,,-,1,,,-,,-,MONTANA,,20210452,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,4,,-,2,,,-,3,,,N,,NC,,N,,N,NEVADA,,20210453,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,4,,-,2,,,-,6,,,-,1,,,-,,-,NEW MEXICO,,20210454,POINT (-106.108388 34.421369),616,11
UTAH,2021,4,,-,6,,1,,13,,,-,3,,,-,,-,UTAH,,20210455,POINT (-111.678222 39.323779),900,13
WYOMING,2021,4,,-,1,,,-,1,,,-,1,,,-,,-,WYOMING,,20210456,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,4,2,,21,,27,,58,,,-,2,,,-,,-,,PACIFIC,20210457,,,
ALASKA,2021,4,,-,2,,,-,1,,,-,1,,,-,,-,ALASKA,,20210458,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,4,1,,13,,6,,40,,,-,2,,,-,,-,CALIFORNIA,,20210459,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,HAWAII,,20210460,POINT (-157.854309 21.361013),1657,4
OREGON,2021,4,1,,5,,10,,6,,,-,0,,,-,,-,OREGON,,20210461,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,4,,-,11,,11,,11,,,-,0,,,-,,-,WASHINGTON,,20210462,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20210463,,,
AMERICAN SAMOA,2021,4,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20210464,,,
NORTHERN MARIANA ISLANDS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210465,POINT (145.725693 15.1834),,
GUAM,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20210466,POINT (144.653198 13.3532),,
PUERTO RICO,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20210467,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210468,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,4,,-,1,,,-,1,,,-,0,,,-,,-,,NON-US RESIDENTS,20210469,,,
TOTAL,2021,4,28,,193,,130,,625,,,-,247,,6,,11,,,TOTAL,20210470,,,
US RESIDENTS,2021,5,28,,194,,187,,769,,,-,247,,6,,12,,,US RESIDENTS,20210501,,,
NEW ENGLAND,2021,5,4,,20,,16,,34,,,-,5,,,-,,-,,NEW ENGLAND,20210502,,,
CONNECTICUT,2021,5,,-,4,,,-,4,,,-,2,,,-,,-,CONNECTICUT,,20210503,POINT (-72.738288 41.575155),1043,24
MAINE,2021,5,1,,4,,5,,4,,,-,0,,,-,,-,MAINE,,20210504,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,5,1,,6,,6,,13,,,-,4,,,-,,-,MASSACHUSETTS,,20210505,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,5,,-,2,,2,,5,,,-,2,,,-,,-,NEW HAMPSHIRE,,20210506,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,5,2,,2,,2,,5,,,-,1,,,-,,-,RHODE ISLAND,,20210507,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,5,,-,11,,1,,3,,,-,0,,,-,,-,VERMONT,,20210508,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,5,6,,45,,30,,128,,,-,34,,1,,1,,,MIDDLE ATLANTIC,20210509,,,
NEW JERSEY,2021,5,,-,5,,,-,21,,,-,19,,,-,1,,NEW JERSEY,,20210510,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,5,4,,30,,11,,34,,,-,10,,1,,,-,NEW YORK,,20210511,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,5,,-,8,,5,,36,,,-,17,,,-,,-,,NEW YORK CITY,20210512,,,
PENNSYLVANIA,2021,5,2,,13,,14,,37,,,N,,NC,,N,,N,PENNSYLVANIA,,20210513,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,5,,-,49,,30,,146,,,-,111,,4,,6,,,EAST NORTH CENTRAL,20210514,,,
ILLINOIS,2021,5,,-,11,,2,,27,,,-,97,,,-,1,,ILLINOIS,,20210515,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,5,,-,6,,,-,14,,,-,0,,,-,,-,INDIANA,,20210516,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,5,,-,9,,1,,22,,,-,3,,,-,,-,MICHIGAN,,20210517,POINT (-85.730977 44.874798),1262,50
OHIO,2021,5,,-,13,,16,,54,,,-,14,,4,,4,,OHIO,,20210518,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,5,,-,24,,11,,29,,,-,17,,,-,1,,WISCONSIN,,20210519,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,5,4,,30,,18,,81,,,-,121,,,-,,-,,WEST NORTH CENTRAL,20210520,,,
IOWA,2021,5,,-,17,,8,,40,,,-,103,,,-,,-,IOWA,,20210521,POINT (-93.500061 42.074659),299,16
KANSAS,2021,5,,-,4,,1,,4,,,-,6,,,-,,-,KANSAS,,20210522,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20210523,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,5,2,,13,,4,,21,,,-,37,,,-,,-,MISSOURI,,20210524,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,5,2,,5,,2,,8,,,-,30,,,-,,-,NEBRASKA,,20210525,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,5,,-,2,,3,,,-,,N,,NC,,N,,N,NORTH DAKOTA,,20210526,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,5,,-,6,,,-,8,,,-,6,,,-,,-,SOUTH DAKOTA,,20210527,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,5,2,,38,,21,,140,,,-,40,,,-,3,,,SOUTH ATLANTIC,20210528,,,
DELAWARE,2021,5,,-,3,,,-,2,,,-,1,,,-,,-,DELAWARE,,20210529,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,5,,-,2,,,-,2,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20210530,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,5,,-,11,,,-,32,,,-,18,,,-,1,,FLORIDA,,20210531,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,5,2,,21,,10,,30,,,-,18,,,-,,-,GEORGIA,,20210532,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,5,,-,6,,,-,9,,,-,3,,,-,2,,MARYLAND,,20210533,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,5,,-,9,,,-,31,,,-,1,,,-,,-,NORTH CAROLINA,,20210534,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,5,,-,4,,4,,7,,,-,3,,,-,,-,SOUTH CAROLINA,,20210535,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,5,,-,8,,7,,25,,,-,12,,,-,,-,VIRGINIA,,20210536,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,5,,-,5,,,-,2,,,-,1,,,-,,-,WEST VIRGINIA,,20210537,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,5,3,,17,,12,,50,,,-,15,,,-,1,,,EAST SOUTH CENTRAL,20210538,,,
ALABAMA,2021,5,3,,8,,6,,19,,,-,1,,,-,,-,ALABAMA,,20210539,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,5,,-,8,,4,,5,,,-,5,,,-,,-,KENTUCKY,,20210540,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,5,,-,3,,,-,7,,,N,,NC,,N,,N,MISSISSIPPI,,20210541,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,5,,-,9,,2,,19,,,-,11,,,-,1,,TENNESSEE,,20210542,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,5,2,,24,,14,,52,,,-,60,,1,,1,,,WEST SOUTH CENTRAL,20210543,,,
ARKANSAS,2021,5,,-,6,,5,,2,,,-,3,,1,,,-,ARKANSAS,,20210544,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,5,,-,6,,1,,17,,,-,16,,,-,1,,LOUISIANA,,20210545,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,5,1,,5,,3,,7,,,N,,NC,,N,,N,OKLAHOMA,,20210546,POINT (-97.508297 35.583449),712,20
TEXAS,2021,5,1,,19,,5,,26,,,-,53,,,-,,-,TEXAS,,20210547,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,5,1,,16,,8,,68,,,-,9,,,-,,-,,MOUNTAIN,20210548,,,
ARIZONA,2021,5,,-,5,,3,,8,,,-,2,,,-,,-,ARIZONA,,20210549,POINT (-111.664616 34.293239),987,7
COLORADO,2021,5,1,,6,,3,,20,,,-,6,,,-,,-,COLORADO,,20210550,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,5,,-,2,,,-,5,,,N,,NC,,N,,N,IDAHO,,20210551,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,5,,-,3,,,-,8,,,-,1,,,-,,-,MONTANA,,20210552,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,5,,-,2,,,-,3,,,N,,NC,,N,,N,NEVADA,,20210553,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,5,,-,2,,,-,7,,,-,1,,,-,,-,NEW MEXICO,,20210554,POINT (-106.108388 34.421369),616,11
UTAH,2021,5,,-,6,,2,,15,,,-,3,,,-,,-,UTAH,,20210555,POINT (-111.678222 39.323779),900,13
WYOMING,2021,5,,-,1,,,-,2,,,-,1,,,-,,-,WYOMING,,20210556,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,5,6,,21,,38,,70,,,-,2,,,-,,-,,PACIFIC,20210557,,,
ALASKA,2021,5,,-,2,,,-,1,,,-,1,,,-,,-,ALASKA,,20210558,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,5,1,,13,,11,,49,,,-,2,,,-,,-,CALIFORNIA,,20210559,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,5,,-,1,,,-,,-,,-,0,,,-,,-,HAWAII,,20210560,POINT (-157.854309 21.361013),1657,4
OREGON,2021,5,2,,5,,13,,7,,,-,0,,,-,,-,OREGON,,20210561,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,5,3,,11,,14,,13,,,-,0,,,-,,-,WASHINGTON,,20210562,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,5,,-,1,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20210563,,,
AMERICAN SAMOA,2021,5,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20210564,,,
NORTHERN MARIANA ISLANDS,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210565,POINT (145.725693 15.1834),,
GUAM,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20210566,POINT (144.653198 13.3532),,
PUERTO RICO,2021,5,,-,1,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20210567,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210568,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,5,,-,1,,,-,1,,,-,0,,,-,,-,,NON-US RESIDENTS,20210569,,,
TOTAL,2021,5,28,,194,,187,,770,,,-,247,,6,,12,,,TOTAL,20210570,,,
US RESIDENTS,2021,6,20,,197,,236,,899,,,-,247,,7,,12,,,US RESIDENTS,20210601,,,
NEW ENGLAND,2021,6,2,,20,,20,,41,,,-,5,,,-,,-,,NEW ENGLAND,20210602,,,
CONNECTICUT,2021,6,,-,4,,,-,4,,,-,2,,,-,,-,CONNECTICUT,,20210603,POINT (-72.738288 41.575155),1043,24
MAINE,2021,6,1,,5,,6,,4,,,-,0,,,-,,-,MAINE,,20210604,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,6,1,,6,,8,,17,,,-,4,,,-,,-,MASSACHUSETTS,,20210605,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,6,,-,2,,3,,7,,,-,2,,,-,,-,NEW HAMPSHIRE,,20210606,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,6,,-,2,,2,,5,,,-,1,,,-,,-,RHODE ISLAND,,20210607,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,6,,-,11,,1,,4,,,-,0,,,-,,-,VERMONT,,20210608,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,6,4,,45,,38,,146,,,-,34,,1,,1,,,MIDDLE ATLANTIC,20210609,,,
NEW JERSEY,2021,6,,-,5,,,-,24,,,-,19,,,-,1,,NEW JERSEY,,20210610,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,6,3,,30,,14,,38,,,-,10,,1,,,-,NEW YORK,,20210611,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,6,,-,6,,6,,44,,,-,17,,,-,,-,,NEW YORK CITY,20210612,,,
PENNSYLVANIA,2021,6,1,,13,,18,,40,,,N,,NC,,N,,N,PENNSYLVANIA,,20210613,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,6,,-,52,,42,,174,,,-,111,,4,,6,,,EAST NORTH CENTRAL,20210614,,,
ILLINOIS,2021,6,,-,12,,3,,31,,,-,97,,,-,1,,ILLINOIS,,20210615,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,6,,-,6,,4,,17,,,-,0,,,-,,-,INDIANA,,20210616,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,6,,-,9,,1,,28,,,-,3,,,-,,-,MICHIGAN,,20210617,POINT (-85.730977 44.874798),1262,50
OHIO,2021,6,,-,13,,21,,65,,,-,14,,4,,4,,OHIO,,20210618,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,6,,-,24,,13,,33,,,-,17,,,-,1,,WISCONSIN,,20210619,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,6,1,,30,,20,,94,,,-,121,,1,,,-,,WEST NORTH CENTRAL,20210620,,,
IOWA,2021,6,,-,17,,8,,44,,,-,103,,,-,,-,IOWA,,20210621,POINT (-93.500061 42.074659),299,16
KANSAS,2021,6,,-,4,,1,,5,,,-,6,,,-,,-,KANSAS,,20210622,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20210623,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,6,1,,13,,6,,25,,,-,37,,1,,,-,MISSOURI,,20210624,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,6,,-,5,,2,,10,,,-,30,,,-,,-,NEBRASKA,,20210625,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,6,,-,2,,3,,,-,,N,,NC,,N,,N,NORTH DAKOTA,,20210626,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,6,,-,6,,,-,10,,,-,6,,,-,,-,SOUTH DAKOTA,,20210627,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,6,4,,38,,32,,161,,,-,40,,,-,3,,,SOUTH ATLANTIC,20210628,,,
DELAWARE,2021,6,,-,3,,,-,2,,,-,1,,,-,,-,DELAWARE,,20210629,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,6,,-,2,,,-,3,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20210630,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,6,,-,11,,,-,41,,,-,18,,,-,1,,FLORIDA,,20210631,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,6,1,,21,,12,,33,,,-,18,,,-,,-,GEORGIA,,20210632,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,6,,-,6,,,-,12,,,-,3,,,-,2,,MARYLAND,,20210633,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,6,,-,9,,,-,31,,,-,1,,,-,,-,NORTH CAROLINA,,20210634,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,6,1,,4,,5,,8,,,-,3,,,-,,-,SOUTH CAROLINA,,20210635,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,6,2,,8,,15,,28,,,-,12,,,-,,-,VIRGINIA,,20210636,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,6,,-,5,,,-,3,,,-,1,,,-,,-,WEST VIRGINIA,,20210637,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,6,3,,17,,16,,54,,,-,16,,,-,1,,,EAST SOUTH CENTRAL,20210638,,,
ALABAMA,2021,6,2,,8,,8,,20,,,-,2,,,-,,-,ALABAMA,,20210639,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,6,1,,8,,6,,6,,,-,5,,,-,,-,KENTUCKY,,20210640,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,6,,-,3,,,-,7,,,N,,NC,,N,,N,MISSISSIPPI,,20210641,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,6,,-,9,,2,,21,,,-,11,,,-,1,,TENNESSEE,,20210642,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,6,3,,24,,17,,68,,,-,60,,1,,1,,,WEST SOUTH CENTRAL,20210643,,,
ARKANSAS,2021,6,2,,6,,7,,3,,,-,3,,1,,,-,ARKANSAS,,20210644,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,6,,-,6,,1,,18,,,-,16,,,-,1,,LOUISIANA,,20210645,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,6,1,,5,,3,,8,,,N,,NC,,N,,N,OKLAHOMA,,20210646,POINT (-97.508297 35.583449),712,20
TEXAS,2021,6,,-,19,,6,,39,,,-,53,,,-,,-,TEXAS,,20210647,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,6,1,,16,,10,,76,,,-,9,,,-,,-,,MOUNTAIN,20210648,,,
ARIZONA,2021,6,,-,5,,4,,9,,,-,2,,,-,,-,ARIZONA,,20210649,POINT (-111.664616 34.293239),987,7
COLORADO,2021,6,1,,6,,4,,22,,,-,6,,,-,,-,COLORADO,,20210650,POINT (-105.547832 38.998552),1062,9
