month,year,,average_temp
3,2016,MONTANA,35.5
3,2016,NEBRASKA,39.4
3,2016,NEVADA,41.1
3,2016,NEW HAMPSHIRE,30.4
3,2016,NEW JERSEY,41.5
3,2016,NEW MEXICO,45.2
3,2016,NEW YORK,32.2
3,2016,NORTH CAROLINA,49.7
3,2016,NORTH DAKOTA,31
3,2016,OHIO,40
3,2016,OKLAHOMA,51
3,2016,OREGON,40.7
3,2016,PENNSYLVANIA,37
3,2016,RHODE ISLAND,38
3,2016,SOUTH CAROLINA,54.3
3,2016,SOUTH DAKOTA,35.6
3,2016,TENNESSEE,48.2
3,2016,TEXAS,57.8
3,2016,UTAH,38
3,2016,VERMONT,28.8
3,2016,VIRGINIA,45.1
3,2016,WASHINGTON,40.4
3,2016,WEST VIRGINIA,41.7
3,2016,WISCONSIN,29.7
3,2016,WYOMING,32.3
4,2016,ALABAMA,61.6
4,2016,ARIZONA,56.7
4,2016,ARKANSAS,59
4,2016,CALIFORNIA,55.2
4,2016,COLORADO,40.8
4,2016,CONNECTICUT,45
4,2016,DELAWARE,51.4
4,2016,FLORIDA,70
4,2016,GEORGIA,62.4
4,2016,IDAHO,42
4,2016,ILLINOIS,50.2
4,2016,INDIANA,49.6
4,2016,IOWA,46.2
4,2016,KANSAS,53
4,2016,KENTUCKY,54.6
4,2016,LOUISIANA,66
4,2016,MAINE,33.2
4,2016,MARYLAND,51.2
4,2016,MASSACHUSETTS,43
4,2016,MICHIGAN,38.4
4,2016,MINNESOTA,39.1
4,2016,MISSISSIPPI,62.7
4,2016,MISSOURI,53.8
4,2016,MONTANA,41.2
4,2016,NEBRASKA,46.9
4,2016,NEVADA,47.2
4,2016,NEW HAMPSHIRE,37.7
4,2016,NEW JERSEY,48.8
4,2016,NEW MEXICO,50.3
4,2016,NEW YORK,39.5
4,2016,NORTH CAROLINA,57.4
4,2016,NORTH DAKOTA,39
4,2016,OHIO,48.4
4,2016,OKLAHOMA,58
4,2016,OREGON,45.6
4,2016,PENNSYLVANIA,45.2
4,2016,RHODE ISLAND,44.6
4,2016,SOUTH CAROLINA,61.8
4,2016,SOUTH DAKOTA,43.2
4,2016,TENNESSEE,56.7
4,2016,TEXAS,63.6
4,2016,UTAH,45
4,2016,VERMONT,35.9
4,2016,VIRGINIA,53.4
4,2016,WASHINGTON,46.7
4,2016,WEST VIRGINIA,50.8
4,2016,WISCONSIN,39.8
4,2016,WYOMING,38.2
5,2016,ALABAMA,66.9
5,2016,ARIZONA,61.6
5,2016,ARKANSAS,64.8
5,2016,CALIFORNIA,60
5,2016,COLORADO,47.2
5,2016,CONNECTICUT,52.6
5,2016,DELAWARE,57.4
5,2016,FLORIDA,73.7
5,2016,GEORGIA,67.4
5,2016,IDAHO,48.8
5,2016,ILLINOIS,57.5
5,2016,INDIANA,56.3
5,2016,IOWA,54.8
5,2016,KANSAS,58.9
5,2016,KENTUCKY,60.1
5,2016,LOUISIANA,70.8
5,2016,MAINE,45
5,2016,MARYLAND,57
5,2016,MASSACHUSETTS,51.1
5,2016,MICHIGAN,48.1
5,2016,MINNESOTA,49.6
5,2016,MISSISSIPPI,67.8
5,2016,MISSOURI,60
5,2016,MONTANA,48
5,2016,NEBRASKA,53.6
5,2016,NEVADA,52.6
5,2016,NEW HAMPSHIRE,47.5
5,2016,NEW JERSEY,55.4
5,2016,NEW MEXICO,55.8
5,2016,NEW YORK,48.5
5,2016,NORTH CAROLINA,62.2
5,2016,NORTH DAKOTA,49.2
5,2016,OHIO,55
5,2016,OKLAHOMA,63.8
5,2016,OREGON,51.6
5,2016,PENNSYLVANIA,52.2
5,2016,RHODE ISLAND,52
5,2016,SOUTH CAROLINA,66.6
5,2016,SOUTH DAKOTA,51.5
5,2016,TENNESSEE,62.4
5,2016,TEXAS,68.8
5,2016,UTAH,51.2
5,2016,VERMONT,46.1
5,2016,VIRGINIA,58.5
5,2016,WASHINGTON,53.4
5,2016,WEST VIRGINIA,56.2
5,2016,WISCONSIN,49.5
5,2016,WYOMING,44.8
6,2016,ALABAMA,74.7
6,2016,ARIZONA,72.4
6,2016,ARKANSAS,73
6,2016,CALIFORNIA,67.8
6,2016,COLORADO,58.6
6,2016,CONNECTICUT,62.9
6,2016,DELAWARE,67
6,2016,FLORIDA,79
6,2016,GEORGIA,75.2
6,2016,IDAHO,55.9
6,2016,ILLINOIS,68.4
6,2016,INDIANA,66.8
6,2016,IOWA,66.2
6,2016,KANSAS,69.6
6,2016,KENTUCKY,68.9
6,2016,LOUISIANA,77.1
6,2016,MAINE,56.6
6,2016,MARYLAND,66.6
6,2016,MASSACHUSETTS,61.6
6,2016,MICHIGAN,60
6,2016,MINNESOTA,61.2
6,2016,MISSISSIPPI,75.4
6,2016,MISSOURI,69.8
6,2016,MONTANA,56.7
6,2016,NEBRASKA,65.2
6,2016,NEVADA,62.4
6,2016,NEW HAMPSHIRE,58.7
6,2016,NEW JERSEY,65.4
6,2016,NEW MEXICO,66.2
6,2016,NEW YORK,59.9
6,2016,NORTH CAROLINA,70.6
6,2016,NORTH DAKOTA,61.3
6,2016,OHIO,65.4
6,2016,OKLAHOMA,72.7
6,2016,OREGON,56.8
6,2016,PENNSYLVANIA,62.4
6,2016,RHODE ISLAND,62.4
6,2016,SOUTH CAROLINA,74.9
6,2016,SOUTH DAKOTA,63.7
6,2016,TENNESSEE,70.9
6,2016,TEXAS,75.8
6,2016,UTAH,62.6
6,2016,VERMONT,58
6,2016,VIRGINIA,66.9
6,2016,WASHINGTON,57.5
6,2016,WEST VIRGINIA,64.5
6,2016,WISCONSIN,61
6,2016,WYOMING,55.8
7,2016,ALABAMA,80.6
7,2016,ARIZONA,81.4
7,2016,ARKANSAS,80.4
7,2016,CALIFORNIA,75.2
7,2016,COLORADO,67.8
7,2016,CONNECTICUT,70.8
7,2016,DELAWARE,76
7,2016,FLORIDA,82.9
7,2016,GEORGIA,81.2
7,2016,IDAHO,63
7,2016,ILLINOIS,75.2
7,2016,INDIANA,73.8
7,2016,IOWA,72.9
7,2016,KANSAS,78.6
7,2016,KENTUCKY,76.4
7,2016,LOUISIANA,82.3
7,2016,MAINE,63.8
7,2016,MARYLAND,75.3
7,2016,MASSACHUSETTS,69.4
7,2016,MICHIGAN,67.5
7,2016,MINNESOTA,67.4
7,2016,MISSISSIPPI,81.3
7,2016,MISSOURI,77.5
7,2016,MONTANA,64.2
7,2016,NEBRASKA,73.8
7,2016,NEVADA,71.7
7,2016,NEW HAMPSHIRE,65.6
7,2016,NEW JERSEY,73.9
7,2016,NEW MEXICO,74.9
7,2016,NEW YORK,67.2
7,2016,NORTH CAROLINA,77.7
7,2016,NORTH DAKOTA,67.6
7,2016,OHIO,73
7,2016,OKLAHOMA,81.2
7,2016,OREGON,62.4
7,2016,PENNSYLVANIA,70.2
7,2016,RHODE ISLAND,70.4
7,2016,SOUTH CAROLINA,81.8
7,2016,SOUTH DAKOTA,71.8
7,2016,TENNESSEE,78.2
7,2016,TEXAS,82.8
7,2016,UTAH,72.3
7,2016,VERMONT,64.7
7,2016,VIRGINIA,74.6
7,2016,WASHINGTON,61.8
7,2016,WEST VIRGINIA,71.6
7,2016,WISCONSIN,67.9
7,2016,WYOMING,65.3
8,2016,ALABAMA,81.8
8,2016,ARIZONA,79.9
8,2016,ARKANSAS,81
8,2016,CALIFORNIA,76.5
8,2016,COLORADO,66.8
8,2016,CONNECTICUT,74
8,2016,DELAWARE,79.1
8,2016,FLORIDA,83.5
8,2016,GEORGIA,82.2
8,2016,IDAHO,64.8
8,2016,ILLINOIS,75.6
8,2016,INDIANA,75.1
8,2016,IOWA,72.4
8,2016,KANSAS,78
8,2016,KENTUCKY,77.9
8,2016,LOUISIANA,83
8,2016,MAINE,66.8
8,2016,MARYLAND,78.2
8,2016,MASSACHUSETTS,72.6
8,2016,MICHIGAN,70.6
8,2016,MINNESOTA,68.7
8,2016,MISSISSIPPI,82.2
8,2016,MISSOURI,77.4
8,2016,MONTANA,65.2
8,2016,NEBRASKA,73
8,2016,NEVADA,72.9
8,2016,NEW HAMPSHIRE,68.4
8,2016,NEW JERSEY,77
8,2016,NEW MEXICO,73.5
8,2016,NEW YORK,70.6
8,2016,NORTH CAROLINA,79.6
8,2016,NORTH DAKOTA,68.6
8,2016,OHIO,75.4
8,2016,OKLAHOMA,82
8,2016,OREGON,65.6
8,2016,PENNSYLVANIA,73.2
8,2016,RHODE ISLAND,73.9
8,2016,SOUTH CAROLINA,82.8
8,2016,SOUTH DAKOTA,72
8,2016,TENNESSEE,79.4
8,2016,TEXAS,83.4
8,2016,UTAH,71.9
8,2016,VERMONT,67.4
8,2016,VIRGINIA,77.2
8,2016,WASHINGTON,64.8
8,2016,WEST VIRGINIA,74.4
8,2016,WISCONSIN,69.7
8,2016,WYOMING,65.2
9,2016,ALABAMA,80.1
9,2016,ARIZONA,74.6
9,2016,ARKANSAS,77.9
9,2016,CALIFORNIA,72.8
9,2016,COLORADO,62.1
9,2016,CONNECTICUT,70
9,2016,DELAWARE,75.3
9,2016,FLORIDA,82
9,2016,GEORGIA,79.6
9,2016,IDAHO,59.6
9,2016,ILLINOIS,73.2
9,2016,INDIANA,72.8
9,2016,IOWA,69.6
9,2016,KANSAS,73.6
9,2016,KENTUCKY,75.1
9,2016,LOUISIANA,81.3
9,2016,MAINE,62.8
9,2016,MARYLAND,74.8
9,2016,MASSACHUSETTS,68.6
9,2016,MICHIGAN,67.2
9,2016,MINNESOTA,64.4
9,2016,MISSISSIPPI,80.5
9,2016,MISSOURI,74.2
9,2016,MONTANA,59.6
9,2016,NEBRASKA,68.4
9,2016,NEVADA,67.2
9,2016,NEW HAMPSHIRE,64.4
9,2016,NEW JERSEY,73.3
9,2016,NEW MEXICO,68
9,2016,NEW YORK,66.9
9,2016,NORTH CAROLINA,76.8
9,2016,NORTH DAKOTA,63.3
9,2016,OHIO,72.6
9,2016,OKLAHOMA,78
9,2016,OREGON,61.9
9,2016,PENNSYLVANIA,69.8
9,2016,RHODE ISLAND,70.2
9,2016,SOUTH CAROLINA,79.5
9,2016,SOUTH DAKOTA,66.7
9,2016,TENNESSEE,76.6
9,2016,TEXAS,79.6
9,2016,UTAH,65.6
9,2016,VERMONT,63.7
9,2016,VIRGINIA,74.4
9,2016,WASHINGTON,61.2
9,2016,WEST VIRGINIA,72.2
9,2016,WISCONSIN,66
9,2016,WYOMING,59.4
10,2016,ALABAMA,73.6
10,2016,ARIZONA,68.8
10,2016,ARKANSAS,71.4
10,2016,CALIFORNIA,65
10,2016,COLORADO,55.8
10,2016,CONNECTICUT,59.8
10,2016,DELAWARE,66.2
10,2016,FLORIDA,77.8
10,2016,GEORGIA,72.6
10,2016,IDAHO,50.2
10,2016,ILLINOIS,65.4
10,2016,INDIANA,64.7
10,2016,IOWA,61.3
10,2016,KANSAS,66.2
10,2016,KENTUCKY,67.4
10,2016,LOUISIANA,75.8
10,2016,MAINE,53
10,2016,MARYLAND,65.4
10,2016,MASSACHUSETTS,58.4
10,2016,MICHIGAN,57.6
10,2016,MINNESOTA,54.4
10,2016,MISSISSIPPI,74.1
10,2016,MISSOURI,66.9
10,2016,MONTANA,49.6
10,2016,NEBRASKA,60.2
10,2016,NEVADA,57.8
10,2016,NEW HAMPSHIRE,54.2
10,2016,NEW JERSEY,63.2
10,2016,NEW MEXICO,62.8
10,2016,NEW YORK,56.7
10,2016,NORTH CAROLINA,68.8
10,2016,NORTH DAKOTA,52.4
10,2016,OHIO,63.4
10,2016,OKLAHOMA,71.2
10,2016,OREGON,52.6
10,2016,PENNSYLVANIA,59.9
10,2016,RHODE ISLAND,60.6
10,2016,SOUTH CAROLINA,71.8
10,2016,SOUTH DAKOTA,57
10,2016,TENNESSEE,69.4
10,2016,TEXAS,74.2
10,2016,UTAH,57.2
10,2016,VERMONT,53.8
10,2016,VIRGINIA,65.8
10,2016,WASHINGTON,51.9
10,2016,WEST VIRGINIA,63.4
10,2016,WISCONSIN,56.5
10,2016,WYOMING,51
11,2016,ALABAMA,63.2
11,2016,ARIZONA,59.6
11,2016,ARKANSAS,61.4
11,2016,CALIFORNIA,56.6
11,2016,COLORADO,46
11,2016,CONNECTICUT,48.5
11,2016,DELAWARE,54.6
11,2016,FLORIDA,70.6
11,2016,GEORGIA,62.9
11,2016,IDAHO,42.2
11,2016,ILLINOIS,54
11,2016,INDIANA,53.2
11,2016,IOWA,50.2
11,2016,KANSAS,55.7
11,2016,KENTUCKY,56.3
11,2016,LOUISIANA,66.9
11,2016,MAINE,42
11,2016,MARYLAND,53.6
11,2016,MASSACHUSETTS,47.2
11,2016,MICHIGAN,47.1
11,2016,MINNESOTA,44.2
11,2016,MISSISSIPPI,63.7
11,2016,MISSOURI,56.6
11,2016,MONTANA,41.7
11,2016,NEBRASKA,49.8
11,2016,NEVADA,48.2
11,2016,NEW HAMPSHIRE,43
11,2016,NEW JERSEY,51.7
11,2016,NEW MEXICO,53.2
11,2016,NEW YORK,45.4
11,2016,NORTH CAROLINA,57.4
11,2016,NORTH DAKOTA,42.7
11,2016,OHIO,51.8
11,2016,OKLAHOMA,61.2
11,2016,OREGON,45.6
11,2016,PENNSYLVANIA,48.1
11,2016,RHODE ISLAND,50
11,2016,SOUTH CAROLINA,61
11,2016,SOUTH DAKOTA,46.8
11,2016,TENNESSEE,58.6
11,2016,TEXAS,65.9
11,2016,UTAH,47.4
11,2016,VERMONT,42.2
11,2016,VIRGINIA,54
11,2016,WASHINGTON,45.2
11,2016,WEST VIRGINIA,51.4
11,2016,WISCONSIN,46
11,2016,WYOMING,41.8
12,2016,ALABAMA,53.9
12,2016,ARIZONA,48.9
12,2016,ARKANSAS,49.1
12,2016,CALIFORNIA,48.1
12,2016,COLORADO,32.7
12,2016,CONNECTICUT,38
12,2016,DELAWARE,44.1
12,2016,FLORIDA,66.2
12,2016,GEORGIA,55
12,2016,IDAHO,28.9
12,2016,ILLINOIS,38.5
12,2016,INDIANA,38.4
12,2016,IOWA,34
12,2016,KANSAS,39.8
12,2016,KENTUCKY,43.4
12,2016,LOUISIANA,58.6
12,2016,MAINE,28.8
12,2016,MARYLAND,42.8
12,2016,MASSACHUSETTS,36.6
12,2016,MICHIGAN,33.8
12,2016,MINNESOTA,27.8
12,2016,MISSISSIPPI,53.8
12,2016,MISSOURI,41.7
12,2016,MONTANA,26.6
12,2016,NEBRASKA,34
12,2016,NEVADA,36.8
12,2016,NEW HAMPSHIRE,31.2
12,2016,NEW JERSEY,41.5
12,2016,NEW MEXICO,42.2
12,2016,NEW YORK,33.9
12,2016,NORTH CAROLINA,47.8
12,2016,NORTH DAKOTA,24.8
12,2016,OHIO,38.4
12,2016,OKLAHOMA,47.1
12,2016,OREGON,35.3
12,2016,PENNSYLVANIA,36.9
12,2016,RHODE ISLAND,39.7
12,2016,SOUTH CAROLINA,52.3
12,2016,SOUTH DAKOTA,28.7
12,2016,TENNESSEE,46.8
12,2016,TEXAS,55.3
12,2016,UTAH,34.5
12,2016,VERMONT,30.4
12,2016,VIRGINIA,43.7
12,2016,WASHINGTON,34.6
12,2016,WEST VIRGINIA,40.6
12,2016,WISCONSIN,30.8
12,2016,WYOMING,27
1,2017,ALABAMA,51.2
1,2017,ARIZONA,43.5
1,2017,ARKANSAS,43.8
1,2017,CALIFORNIA,42.8
1,2017,COLORADO,25.2
1,2017,CONNECTICUT,32.6
1,2017,DELAWARE,39.2
1,2017,FLORIDA,64.4
1,2017,GEORGIA,52.6
1,2017,IDAHO,18.8
1,2017,ILLINOIS,30.5
1,2017,INDIANA,31.8
1,2017,IOWA,23.6
1,2017,KANSAS,31.4
1,2017,KENTUCKY,39
1,2017,LOUISIANA,55.8
1,2017,MAINE,21
1,2017,MARYLAND,38.2
1,2017,MASSACHUSETTS,31.2
1,2017,MICHIGAN,25.1
1,2017,MINNESOTA,15
1,2017,MISSISSIPPI,51.2
1,2017,MISSOURI,33.9
1,2017,MONTANA,14.7
1,2017,NEBRASKA,24.3
1,2017,NEVADA,29.8
1,2017,NEW HAMPSHIRE,25
1,2017,NEW JERSEY,36.2
1,2017,NEW MEXICO,37.5
1,2017,NEW YORK,27.8
1,2017,NORTH CAROLINA,44.7
1,2017,NORTH DAKOTA,10.7
1,2017,OHIO,32.8
1,2017,OKLAHOMA,39.8
1,2017,OREGON,27
1,2017,PENNSYLVANIA,31.5
1,2017,RHODE ISLAND,34.2
1,2017,SOUTH CAROLINA,50.2
1,2017,SOUTH DAKOTA,16
1,2017,TENNESSEE,42.9
1,2017,TEXAS,50.2
1,2017,UTAH,26.6
1,2017,VERMONT,24.4
1,2017,VIRGINIA,39.6
1,2017,WASHINGTON,25.4
1,2017,WEST VIRGINIA,36.6
1,2017,WISCONSIN,19.6
1,2017,WYOMING,16.8
2,2017,ALABAMA,54
2,2017,ARIZONA,45.8
2,2017,ARKANSAS,48.8
2,2017,CALIFORNIA,44.8
2,2017,COLORADO,30.4
2,2017,CONNECTICUT,33.6
2,2017,DELAWARE,41.8
2,2017,FLORIDA,64.2
2,2017,GEORGIA,54.8
2,2017,IDAHO,24
2,2017,ILLINOIS,36.6
2,2017,INDIANA,37.6
2,2017,IOWA,29.4
2,2017,KANSAS,38
2,2017,KENTUCKY,43.6
2,2017,LOUISIANA,59.2
2,2017,MAINE,21
2,2017,MARYLAND,41
2,2017,MASSACHUSETTS,32.2
2,2017,MICHIGAN,27.6
2,2017,MINNESOTA,19.2
2,2017,MISSISSIPPI,55
2,2017,MISSOURI,40.2
2,2017,MONTANA,20.3
2,2017,NEBRASKA,30.1
2,2017,NEVADA,33.6
2,2017,NEW HAMPSHIRE,26.2
2,2017,NEW JERSEY,38.3
2,2017,NEW MEXICO,40.8
2,2017,NEW YORK,29.2
2,2017,NORTH CAROLINA,48
2,2017,NORTH DAKOTA,15.8
2,2017,OHIO,37.6
2,2017,OKLAHOMA,45.7
2,2017,OREGON,30.8
2,2017,PENNSYLVANIA,34.2
2,2017,RHODE ISLAND,34.7
2,2017,SOUTH CAROLINA,53.4
2,2017,SOUTH DAKOTA,23
2,2017,TENNESSEE,46.9
2,2017,TEXAS,54.6
2,2017,UTAH,31.2
2,2017,VERMONT,25.2
2,2017,VIRGINIA,43
2,2017,WASHINGTON,27.9
2,2017,WEST VIRGINIA,39.8
2,2017,WISCONSIN,23.6
2,2017,WYOMING,22.2
3,2017,ALABAMA,57
3,2017,ARIZONA,53
3,2017,ARKANSAS,54.1
3,2017,CALIFORNIA,50.4
3,2017,COLORADO,39
3,2017,CONNECTICUT,34
3,2017,DELAWARE,44.1
3,2017,FLORIDA,65.8
3,2017,GEORGIA,57.2
3,2017,IDAHO,34
3,2017,ILLINOIS,42.2
3,2017,INDIANA,42
3,2017,IOWA,36
3,2017,KANSAS,46
3,2017,KENTUCKY,47
3,2017,LOUISIANA,63
3,2017,MAINE,21.4
3,2017,MARYLAND,43.4
3,2017,MASSACHUSETTS,32.2
3,2017,MICHIGAN,30.3
3,2017,MINNESOTA,26
3,2017,MISSISSIPPI,58.6
3,2017,MISSOURI,46.8
3,2017,MONTANA,30.6
3,2017,NEBRASKA,38.8
3,2017,NEVADA,41.9
3,2017,NEW HAMPSHIRE,26
3,2017,NEW JERSEY,39.6
3,2017,NEW MEXICO,47.8
3,2017,NEW YORK,29.4
3,2017,NORTH CAROLINA,50.4
3,2017,NORTH DAKOTA,24
3,2017,OHIO,40.4
3,2017,OKLAHOMA,53.4
3,2017,OREGON,38.2
3,2017,PENNSYLVANIA,36
3,2017,RHODE ISLAND,34.6
3,2017,SOUTH CAROLINA,55.5
3,2017,SOUTH DAKOTA,32.4
3,2017,TENNESSEE,50
3,2017,TEXAS,61
3,2017,UTAH,40.9
3,2017,VERMONT,24.6
3,2017,VIRGINIA,46
3,2017,WASHINGTON,35.2
3,2017,WEST VIRGINIA,42.2
3,2017,WISCONSIN,29
3,2017,WYOMING,33.1
4,2017,ALABAMA,62.8
4,2017,ARIZONA,58.2
4,2017,ARKANSAS,59.9
4,2017,CALIFORNIA,54.5
4,2017,COLORADO,43.4
4,2017,CONNECTICUT,42.6
4,2017,DELAWARE,51.7
4,2017,FLORIDA,69.2
4,2017,GEORGIA,62.8
4,2017,IDAHO,39.4
4,2017,ILLINOIS,49.8
4,2017,INDIANA,49.8
4,2017,IOWA,44.3
4,2017,KANSAS,52.2
4,2017,KENTUCKY,54.7
4,2017,LOUISIANA,66.9
4,2017,MAINE,32.1
4,2017,MARYLAND,51.3
4,2017,MASSACHUSETTS,40.8
4,2017,MICHIGAN,39
4,2017,MINNESOTA,36.3
4,2017,MISSISSIPPI,63.7
4,2017,MISSOURI,53.4
4,2017,MONTANA,39
4,2017,NEBRASKA,46
4,2017,NEVADA,46.4
4,2017,NEW HAMPSHIRE,35.6
4,2017,NEW JERSEY,47.4
4,2017,NEW MEXICO,52.4
4,2017,NEW YORK,38.5
4,2017,NORTH CAROLINA,57
4,2017,NORTH DAKOTA,35
4,2017,OHIO,48.5
4,2017,OKLAHOMA,58.8
4,2017,OREGON,42.2
4,2017,PENNSYLVANIA,44.5
4,2017,RHODE ISLAND,42.8
4,2017,SOUTH CAROLINA,61.2
4,2017,SOUTH DAKOTA,40.8
4,2017,TENNESSEE,57.1
4,2017,TEXAS,65.4
4,2017,UTAH,45.6
4,2017,VERMONT,34.4
4,2017,VIRGINIA,53.2
4,2017,WASHINGTON,41.8
4,2017,WEST VIRGINIA,49.9
4,2017,WISCONSIN,38.3
4,2017,WYOMING,39.2
5,2017,ALABAMA,68.6
5,2017,ARIZONA,63
5,2017,ARKANSAS,65.9
5,2017,CALIFORNIA,59.5
5,2017,COLORADO,47.9
5,2017,CONNECTICUT,54.2
5,2017,DELAWARE,61.2
5,2017,FLORIDA,74.7
5,2017,GEORGIA,69.4
5,2017,IDAHO,45.4
5,2017,ILLINOIS,59.2
5,2017,INDIANA,59
5,2017,IOWA,54.8
5,2017,KANSAS,58.9
5,2017,KENTUCKY,63.2
5,2017,LOUISIANA,70.6
5,2017,MAINE,46.4
5,2017,MARYLAND,60.8
5,2017,MASSACHUSETTS,52.7
5,2017,MICHIGAN,50.1
5,2017,MINNESOTA,49
5,2017,MISSISSIPPI,68.7
5,2017,MISSOURI,61.3
5,2017,MONTANA,47.2
5,2017,NEBRASKA,53.4
5,2017,NEVADA,52.1
5,2017,NEW HAMPSHIRE,49
5,2017,NEW JERSEY,58
5,2017,NEW MEXICO,56.9
5,2017,NEW YORK,51.4
5,2017,NORTH CAROLINA,65.8
5,2017,NORTH DAKOTA,48.8
5,2017,OHIO,58.4
5,2017,OKLAHOMA,64.2
5,2017,OREGON,47.9
5,2017,PENNSYLVANIA,55.4
5,2017,RHODE ISLAND,54
5,2017,SOUTH CAROLINA,69.2
5,2017,SOUTH DAKOTA,51
5,2017,TENNESSEE,64.8
5,2017,TEXAS,69.6
5,2017,UTAH,50.8
5,2017,VERMONT,48.5
5,2017,VIRGINIA,62
5,2017,WASHINGTON,49
5,2017,WEST VIRGINIA,59.2
5,2017,WISCONSIN,49.8
5,2017,WYOMING,44.6
6,2017,ALABAMA,72.9
6,2017,ARIZONA,72.9
6,2017,ARKANSAS,71.6
6,2017,CALIFORNIA,68.1
6,2017,COLORADO,58.2
6,2017,CONNECTICUT,61.8
6,2017,DELAWARE,68.2
6,2017,FLORIDA,78.6
6,2017,GEORGIA,74
6,2017,IDAHO,54.8
6,2017,ILLINOIS,67.3
6,2017,INDIANA,66
6,2017,IOWA,64.8
6,2017,KANSAS,68.6
6,2017,KENTUCKY,68.4
6,2017,LOUISIANA,75.2
6,2017,MAINE,55.8
6,2017,MARYLAND,67.4
6,2017,MASSACHUSETTS,60.6
6,2017,MICHIGAN,59.2
6,2017,MINNESOTA,59.3
6,2017,MISSISSIPPI,73.4
6,2017,MISSOURI,68.8
6,2017,MONTANA,56.4
6,2017,NEBRASKA,63.8
6,2017,NEVADA,62.8
6,2017,NEW HAMPSHIRE,57.4
6,2017,NEW JERSEY,65.2
6,2017,NEW MEXICO,66.4
6,2017,NEW YORK,59
6,2017,NORTH CAROLINA,70.8
6,2017,NORTH DAKOTA,59.8
6,2017,OHIO,64.8
6,2017,OKLAHOMA,72.1
6,2017,OREGON,56.4
6,2017,PENNSYLVANIA,62
6,2017,RHODE ISLAND,61.6
6,2017,SOUTH CAROLINA,74.2
6,2017,SOUTH DAKOTA,62
6,2017,TENNESSEE,69.8
6,2017,TEXAS,76.3
6,2017,UTAH,62.6
6,2017,VERMONT,56.6
6,2017,VIRGINIA,67.3
6,2017,WASHINGTON,56.6
6,2017,WEST VIRGINIA,64.4
6,2017,WISCONSIN,59.4
6,2017,WYOMING,54.6
7,2017,ALABAMA,78.2
7,2017,ARIZONA,80.6
7,2017,ARKANSAS,78
7,2017,CALIFORNIA,75.8
7,2017,COLORADO,67.1
7,2017,CONNECTICUT,69.2
7,2017,DELAWARE,76
7,2017,FLORIDA,81.5
7,2017,GEORGIA,78.6
7,2017,IDAHO,64.6
7,2017,ILLINOIS,74.4
7,2017,INDIANA,72.6
7,2017,IOWA,72.9
7,2017,KANSAS,77.6
7,2017,KENTUCKY,74.3
7,2017,LOUISIANA,80.4
7,2017,MAINE,63.1
7,2017,MARYLAND,75
7,2017,MASSACHUSETTS,68
7,2017,MICHIGAN,66.9
7,2017,MINNESOTA,67.1
7,2017,MISSISSIPPI,78.9
7,2017,MISSOURI,76.2
7,2017,MONTANA,66.1
7,2017,NEBRASKA,73.8
7,2017,NEVADA,72.4
7,2017,NEW HAMPSHIRE,64.6
7,2017,NEW JERSEY,72.9
7,2017,NEW MEXICO,73.7
7,2017,NEW YORK,66
7,2017,NORTH CAROLINA,76.2
7,2017,NORTH DAKOTA,68.5
7,2017,OHIO,71.3
7,2017,OKLAHOMA,79.9
7,2017,OREGON,64.6
7,2017,PENNSYLVANIA,69.1
7,2017,RHODE ISLAND,68.9
7,2017,SOUTH CAROLINA,78.9
7,2017,SOUTH DAKOTA,72
7,2017,TENNESSEE,75.6
7,2017,TEXAS,82.1
7,2017,UTAH,72.2
7,2017,VERMONT,63.4
7,2017,VIRGINIA,74
7,2017,WASHINGTON,63.3
7,2017,WEST VIRGINIA,70
7,2017,WISCONSIN,67.2
7,2017,WYOMING,64.4
8,2017,ALABAMA,79.7
8,2017,ARIZONA,80.3
8,2017,ARKANSAS,78.8
8,2017,CALIFORNIA,78.4
8,2017,COLORADO,67
8,2017,CONNECTICUT,70.3
8,2017,DELAWARE,76.2
8,2017,FLORIDA,82.8
8,2017,GEORGIA,80
8,2017,IDAHO,68.4
8,2017,ILLINOIS,73.3
8,2017,INDIANA,72.1
8,2017,IOWA,71.2
8,2017,KANSAS,76.6
8,2017,KENTUCKY,75
8,2017,LOUISIANA,81.7
8,2017,MAINE,64.2
8,2017,MARYLAND,75.1
8,2017,MASSACHUSETTS,69
8,2017,MICHIGAN,66.8
8,2017,MINNESOTA,66.6
8,2017,MISSISSIPPI,80.2
8,2017,MISSOURI,75.4
8,2017,MONTANA,68.6
8,2017,NEBRASKA,72.9
8,2017,NEVADA,74.8
8,2017,NEW HAMPSHIRE,65.3
8,2017,NEW JERSEY,73.6
8,2017,NEW MEXICO,72.7
8,2017,NEW YORK,66.8
8,2017,NORTH CAROLINA,77.2
8,2017,NORTH DAKOTA,68.7
8,2017,OHIO,71.4
8,2017,OKLAHOMA,79.9
8,2017,OREGON,69.4
8,2017,PENNSYLVANIA,69.4
8,2017,RHODE ISLAND,70.4
8,2017,SOUTH CAROLINA,80.2
8,2017,SOUTH DAKOTA,71.7
8,2017,TENNESSEE,76.4
8,2017,TEXAS,82.1
8,2017,UTAH,73.3
8,2017,VERMONT,64.2
8,2017,VIRGINIA,74.8
8,2017,WASHINGTON,67.8
8,2017,WEST VIRGINIA,70.9
8,2017,WISCONSIN,66.5
8,2017,WYOMING,66.2
